topic,word,weight
-1,milk,0.007283631015785474
-1,and,0.007199917483404547
-1,to,0.006930444097406638
-1,the,0.006914282606710236
-1,https,0.006865732559901311
-1,co,0.006865498588109671
-1,you,0.006660631094480782
-1,with,0.006553038077157764
-1,of,0.006481422019692062
-1,that,0.006476285726569019
0,of,0.011320092103199028
0,the,0.010918670252491654
0,in,0.010421343003903969
0,price,0.010009868425101752
0,production,0.00986251431486226
0,farmers,0.00902358897016133
0,dairy,0.007693679761334501
0,is,0.007453738083502971
0,are,0.007115953393780275
0,they,0.007062604354829872
1,coffee,0.07465818157062579
1,with,0.023494384674738567
1,milk,0.01301011686652358
1,drink,0.009773307806307847
1,and,0.009393011471014312
1,sugar,0.008230786998285475
1,breakfast,0.008143021827518405
1,my,0.007607214512270166
1,day,0.007440510345396302
1,to,0.007367820409740899
2,pudding,0.11093174764373048
2,rice,0.11035759483968485
2,made,0.015164151734239411
2,mom,0.014071802453903435
2,my,0.010678400712923936
2,make,0.010228621551086975
2,grandmother,0.010181027419320211
2,me,0.00956625177160242
2,eat,0.009383697211342218
2,want,0.009130166486396321
3,healthy,0.0668671096698769
3,lifestyle,0.025365304055086604
3,diet,0.02057285526618319
3,health,0.019652618087706897
3,eating,0.01899602865199458
3,life,0.017927477752462416
3,living,0.015925207928336564
3,habits,0.012434599242229265
3,promote,0.011645410084704537
3,our,0.011522295536236536
4,bad,0.059193337831002266
4,people,0.017409856287132364
4,what,0.01668126276735465
4,milk,0.013829598270131145
4,have,0.013423833919751806
4,are,0.011032393577010833
4,can,0.010623204653752357
4,be,0.01025006143057716
4,that,0.010212722238582573
4,god,0.010060293387213502
5,hit,0.056669308875120616
5,car,0.02827347064373803
5,crashed,0.025593007780313613
5,had,0.019636350264602746
5,head,0.01932493331800607
5,should,0.019054199794031647
5,have,0.01805472009654621
5,was,0.014931614281944826
5,she,0.013284168563683842
5,hitting,0.013268896070265728
6,bad,0.01753395929782595
6,boca,0.012668118651755489
6,the,0.010853561421444124
6,they,0.010705138728052533
6,he,0.010610823443637504
6,madrid,0.010575282173641518
6,team,0.010025291253367178
6,player,0.009505773871336443
6,football,0.009307682484120762
6,is,0.008702404682994472
7,latte,0.1455228187102922
7,matcha,0.022574718701545
7,croissants,0.015327142434314997
7,cold,0.011758522953740184
7,myself,0.011640222085401372
7,order,0.010972818844770981
7,almond,0.010433170696225841
7,with,0.010118032868284678
7,and,0.00941381150455382
7,ordered,0.00910708325551162
8,breast,0.045061540941304476
8,donation,0.041918537707850236
8,human,0.027753558296572948
8,babies,0.026134307933945475
8,mothers,0.025756456452863053
8,world,0.022887730622199162
8,breastfeeding,0.02234233725430849
8,donate,0.02064732029374863
8,breastmilk,0.020038780483662855
8,newborns,0.019281089834715114
9,asturian,0.06999747929131969
9,asturias,0.026755407117410885
9,asturiana,0.019065277421251244
9,the,0.014465987328099809
9,in,0.01155841660158074
9,of,0.011074691742613949
9,la,0.008044894922265323
9,will,0.00802266832618526
9,by,0.007977547302207363
9,oviedo,0.007968646783044623
10,penalty,0.055274089939399904
10,beaten,0.0355862588981867
10,hit,0.021564293215663076
10,team,0.019946172435159976
10,goal,0.018102479174397113
10,flamengo,0.01669488254674196
10,beat,0.015290641543133728
10,goalkeeper,0.014405087065782711
10,kick,0.013809060116008484
10,palmeiras,0.01336384373966018
11,gay,0.02712671087426602
11,cum,0.019943708816953586
11,cumtribute,0.015788005886698975
11,dick,0.01225141132764341
11,nsfwtwt,0.011518611922949612
11,rt,0.011300356858507882
11,ass,0.010833449888997707
11,cocktribute,0.009996858296973794
