id,emoji,description,ocurrences
307,🤤,drooling face,1
316,🤨,face with raised eyebrow,2
318,🍯,honey pot,1
324,📊,bar chart,1
326,😍,smiling face with heart-eyes,2
327,😭,loudly crying face,1
333,😏,smirking face,3
333,💦,sweat droplets,2
336,🤭,face with hand over mouth,1
338,😱,face screaming in fear,1
338,🥵,hot face,3
338,💦,sweat droplets,1
338,🎁,wrapped gift,1
338,🎥,movie camera,1
338,🔥,fire,1
344,🧜🏻‍♀️,mermaid: light skin tone,1
344,🥛,glass of milk,1
345,🤣,rolling on the floor laughing,2
346,✌️,victory hand,1
347,😂,face with tears of joy,1
347,🤌🏻,pinched fingers: light skin tone,1
348,🔊,speaker high volume,1
348,💸,money with wings,1
348,🍆,eggplant,1
348,💦,sweat droplets,1
349,😭,loudly crying face,4
350,🤢,nauseated face,1
351,😭,loudly crying face,1
355,⭐,star,1
355,📺,television,1
355,▶️,play button,1
358,👇,backhand index pointing down,1
358,▶,play button,1
358,ℹ,information,1
358,📚,books,1
361,😊,smiling face with smiling eyes,1
364,🤦‍♀️,woman facepalming,1
365,😏,smirking face,1
365,🔥,fire,1
367,❤️,red heart,1
368,💠,diamond with a dot,1
370,🤤,drooling face,1
372,🤌🏼,pinched fingers: medium-light skin tone,1
372,😮‍💨,face exhaling,1
374,🥴,woozy face,1
375,💠,diamond with a dot,1
376,💠,diamond with a dot,1
377,🤤,drooling face,1
378,🍪,cookie,1
378,😬,grimacing face,1
380,🤤,drooling face,1
381,😭,loudly crying face,3
385,😂,face with tears of joy,1
385,😋,face savoring food,1
386,😋,face savoring food,1
392,✨,sparkles,2
400,🙊,speak-no-evil monkey,1
401,❤️,red heart,1
406,💠,diamond with a dot,1
412,💧,droplet,2
413,😍,smiling face with heart-eyes,1
413,🥰,smiling face with hearts,1
414,💸,money with wings,1
414,😈,smiling face with horns,1
414,😏,smirking face,1
414,🔥,fire,1
415,😈,smiling face with horns,1
415,🔥,fire,2
416,😂,face with tears of joy,3
426,📷,camera,3
427,😋,face savoring food,1
429,😋,face savoring food,1
430,😥,sad but relieved face,3
433,💔,broken heart,5
435,😂,face with tears of joy,1
441,👌,OK hand,1
441,🐽,pig nose,1
441,👉,backhand index pointing right,1
441,💦,sweat droplets,1
441,😈,smiling face with horns,2
441,🔥,fire,1
442,😘,face blowing a kiss,2
448,🍅,tomato,1
449,😣,persevering face,1
458,😍,smiling face with heart-eyes,1
462,❤️,red heart,1
463,💦,sweat droplets,2
471,😈,smiling face with horns,1
471,🔥,fire,1
473,🧜‍♀️,mermaid,1
473,🐚,spiral shell,1
476,🥵,hot face,2
476,❤️,red heart,1
476,😏,smirking face,2
476,🔥,fire,3
478,💔,broken heart,1
480,🥰,smiling face with hearts,1
484,😋,face savoring food,1
484,🍼,baby bottle,1
494,🤤,drooling face,3
497,🤠,cowboy hat face,1
498,🤍,white heart,1
498,✨,sparkles,1
500,🥴,woozy face,1
505,😏,smirking face,2
505,😁,beaming face with smiling eyes,2
506,👀,eyes,1
508,❤️,red heart,1
516,🥵,hot face,1
519,👉,backhand index pointing right,1
519,📅,calendar,1
522,🔁,repeat button,1
523,🤤,drooling face,2
524,👀,eyes,1
527,🤤,drooling face,3
528,🥵,hot face,1
528,🥰,smiling face with hearts,1
528,❤️,red heart,2
532,📆,tear-off calendar,1
540,💦,sweat droplets,1
541,🤤,drooling face,1
542,😔,pensive face,1
545,🤢,nauseated face,1
545,🤮,face vomiting,1
547,☠️,skull and crossbones,1
551,🐲,dragon face,1
559,😍,smiling face with heart-eyes,1
559,👍🏻,thumbs up: light skin tone,1
559,💕,two hearts,1
559,🤍,white heart,1
559,💛,yellow heart,1
563,🔁,repeat button,1
565,🥲,smiling face with tear,4
570,🤤,drooling face,1
570,🥴,woozy face,1
570,😝,squinting face with tongue,1
570,🍆,eggplant,1
570,🔥,fire,1
571,🥰,smiling face with hearts,1
571,🌷,tulip,1
571,🌈,rainbow,1
571,❤️,red heart,1
571,🧡,orange heart,1
575,😈,smiling face with horns,1
575,💦,sweat droplets,1
579,🍼,baby bottle,1
579,💦,sweat droplets,1
580,😅,grinning face with sweat,1
584,😈,smiling face with horns,1
584,🎮,video game,1
587,🤙🏼,call me hand: medium-light skin tone,1
587,✨,sparkles,3
588,🙏,folded hands,1
590,👎,thumbs down,1
590,🤢,nauseated face,1
591,🏴,black flag,1
591,💔,broken heart,2
591,🤬,face with symbols on mouth,8
594,😂,face with tears of joy,3
597,🍑,peach,1
597,🤤,drooling face,1
597,💦,sweat droplets,1
597,😈,smiling face with horns,1
597,🔥,fire,2
599,😫,tired face,1
601,🔁,repeat button,1
604,😈,smiling face with horns,1
604,✌️,victory hand,1
604,😎,smiling face with sunglasses,1
606,👉,backhand index pointing right,1
613,🍑,peach,1
613,🥺,pleading face,1
613,💦,sweat droplets,1
625,✨,sparkles,2
629,💠,diamond with a dot,1
631,💠,diamond with a dot,1
632,😭,loudly crying face,1
633,🥰,smiling face with hearts,4
633,🌍,globe showing Europe-Africa,2
636,🔁,repeat button,1
639,😉,winking face,1
639,👀,eyes,2
640,🥲,smiling face with tear,1
641,🔁,repeat button,1
642,💦,sweat droplets,1
644,🔁,repeat button,1
645,🤤,drooling face,2
646,👅,tongue,1
646,💦,sweat droplets,1
650,🍑,peach,1
650,⤴️,right arrow curving up,8
650,💦,sweat droplets,1
652,🔥,fire,3
653,🎈,balloon,1
654,🥵,hot face,1
656,💜,purple heart,1
656,🧡,orange heart,1
656,💚,green heart,1
658,➕,plus,1
661,〽️,part alternation mark,1
664,🍁,maple leaf,1
669,😮‍💨,face exhaling,1
669,💦,sweat droplets,1
672,🥛,glass of milk,1
674,🍼,baby bottle,1
675,🥱,yawning face,1
678,😍,smiling face with heart-eyes,1
693,🤤,drooling face,1
696,💖,sparkling heart,1
696,💋,kiss mark,3
696,🔥,fire,4
701,🦊,fox,1
701,💬,speech balloon,1
703,🥺,pleading face,2
703,😰,anxious face with sweat,2
705,✨,sparkles,1
705,🐱,cat face,1
705,🧡,orange heart,1
709,🤣,rolling on the floor laughing,3
711,😍,smiling face with heart-eyes,1
713,🥛,glass of milk,1
714,😁,beaming face with smiling eyes,1
715,✨,sparkles,1
715,👀,eyes,1
719,🤣,rolling on the floor laughing,1
721,🥵,hot face,5
723,🤤,drooling face,2
723,💦,sweat droplets,2
724,👇🏼,backhand index pointing down: medium-light skin tone,1
724,🤤,drooling face,1
724,🍆,eggplant,1
724,💦,sweat droplets,1
725,🥛,glass of milk,1
731,🍆,eggplant,3
731,💧,droplet,3
738,😂,face with tears of joy,1
739,🐰,rabbit face,1
739,💦,sweat droplets,1
739,🔥,fire,1
741,🤦🏼‍♀️,woman facepalming: medium-light skin tone,1
745,🛒,shopping cart,1
745,💥,collision,1
745,❌,cross mark,1
745,👁,eye,1
745,✅,check mark button,1
746,🤬,face with symbols on mouth,4
749,😂,face with tears of joy,1
751,🍤,fried shrimp,1
751,🍉,watermelon,1
751,💪,flexed biceps,1
753,💦,sweat droplets,4
755,🤣,rolling on the floor laughing,1
755,🤡,clown face,1
757,💓,beating heart,1
758,😂,face with tears of joy,4
764,😜,winking face with tongue,3
766,🍆,eggplant,2
766,💦,sweat droplets,2
769,🤗,hugging face,1
769,🥺,pleading face,1
774,😒,unamused face,1
777,❤️,red heart,1
777,🔄,counterclockwise arrows button,1
780,😘,face blowing a kiss,3
780,😂,face with tears of joy,2
781,🥺,pleading face,1
781,🤷,person shrugging,1
784,👅,tongue,1
784,🍆,eggplant,1
784,💦,sweat droplets,4
785,🍁,maple leaf,1
787,🥣,bowl with spoon,1
787,🙄,face with rolling eyes,1
788,😭,loudly crying face,1
788,❤️,red heart,1
792,😉,winking face,1
792,🍑,peach,1
792,🍆,eggplant,1
792,💦,sweat droplets,1
796,🥛,glass of milk,1
797,🥛,glass of milk,2
797,🥐,croissant,1
798,😍,smiling face with heart-eyes,1
799,👍,thumbs up,1
799,😡,pouting face,1
802,💯,hundred points,1
802,🔥,fire,1
802,💀,skull,1
804,✨,sparkles,1
805,😈,smiling face with horns,1
805,💦,sweat droplets,1
807,😈,smiling face with horns,1
807,🔥,fire,1
811,🥺,pleading face,2
814,💦,sweat droplets,2
817,✨,sparkles,2
817,🙃,upside-down face,1
821,🤎,brown heart,1
821,🙌🏻,raising hands: light skin tone,1
829,♀️,female sign,1
829,💋,kiss mark,1
829,🤭,face with hand over mouth,1
833,🤪,zany face,1
833,😋,face savoring food,2
834,🙌,raising hands,1
835,🥛,glass of milk,1
837,🤣,rolling on the floor laughing,7
840,🏼,medium-light skin tone,1
842,😯,hushed face,1
843,🥛,glass of milk,1
844,🥛,glass of milk,1
845,🎵,musical note,1
846,🤣,rolling on the floor laughing,1
846,🍼,baby bottle,1
847,🥛,glass of milk,1
852,🥛,glass of milk,4
854,🙅🏻,person gesturing NO: light skin tone,1
854,🚨,police car light,1
855,🤣,rolling on the floor laughing,6
857,🔵,blue circle,1
859,😫,tired face,1
860,😩,weary face,3
862,🎈,balloon,1
869,😋,face savoring food,1
869,😀,grinning face,1
871,👌🏽,OK hand: medium skin tone,1
871,😮‍💨,face exhaling,1
871,🍓,strawberry,1
873,🔵,blue circle,1
873,📡,satellite antenna,1
873,▶️,play button,1
875,🍁,maple leaf,1
876,🙏🏻,folded hands: light skin tone,1
884,💦,sweat droplets,9
884,🥵,hot face,1
884,🍆,eggplant,1
884,🍓,strawberry,2
885,❓,red question mark,1
888,😊,smiling face with smiling eyes,1
888,👉,backhand index pointing right,1
889,❤️,red heart,1
892,🤓,nerd face,1
894,😫,tired face,1
899,👍🏻,thumbs up: light skin tone,1
901,😏,smirking face,1
901,🍑,peach,1
901,💦,sweat droplets,1
912,🤍,white heart,1
912,🇺🇾,flag: Uruguay,1
914,🐣,hatching chick,1
914,💋,kiss mark,1
914,💦,sweat droplets,1
918,🤣,rolling on the floor laughing,2
918,👀,eyes,1
920,😎,smiling face with sunglasses,1
928,😈,smiling face with horns,1
928,💦,sweat droplets,2
935,📰,newspaper,1
935,➡️,right arrow,1
936,👉🏼,backhand index pointing right: medium-light skin tone,1
939,🐷,pig face,1
943,🙄,face with rolling eyes,1
945,😂,face with tears of joy,6
947,🤙🏻,call me hand: light skin tone,1
956,🥺,pleading face,1
958,🍁,maple leaf,1
960,💯,hundred points,2
961,😈,smiling face with horns,4
961,😘,face blowing a kiss,2
962,🥵,hot face,1
962,😈,smiling face with horns,1
962,🔥,fire,1
965,🤓,nerd face,1
966,🌧,cloud with rain,1
968,😌,relieved face,1
969,🍑,peach,1
969,🥵,hot face,1
969,🍆,eggplant,1
969,😈,smiling face with horns,1
969,🤌🏻,pinched fingers: light skin tone,1
975,😈,smiling face with horns,1
975,💦,sweat droplets,1
975,🤑,money-mouth face,1
976,🤢,nauseated face,1
979,🍑,peach,1
979,🍆,eggplant,1
979,💋,kiss mark,1
979,💦,sweat droplets,1
979,👇,backhand index pointing down,2
979,😈,smiling face with horns,1
979,❤️,red heart,1
981,👿,angry face with horns,1
981,🥛,glass of milk,1
986,😭,loudly crying face,7
987,🙄,face with rolling eyes,1
988,😭,loudly crying face,1
991,⬇️,down arrow,1
993,🍁,maple leaf,1
994,😈,smiling face with horns,1
994,🔥,fire,1
1001,🥛,glass of milk,1
1003,💛,yellow heart,1
1003,🥺,pleading face,1
1005,📻,radio,2
1005,💻,laptop,1
1005,📲,mobile phone with arrow,1
1008,🙄,face with rolling eyes,1
1010,🥴,woozy face,1
1010,🤨,face with raised eyebrow,1
1014,🤢,nauseated face,1
1016,🙏,folded hands,1
1017,💘,heart with arrow,12
1021,😀,grinning face,1
1021,🤙,call me hand,1
1028,🤨,face with raised eyebrow,1
1029,✅,check mark button,1
1029,👉🏻,backhand index pointing right: light skin tone,1
1029,🌐,globe with meridians,1
1031,😉,winking face,1
1031,💯,hundred points,1
1034,🥵,hot face,1
1034,🤤,drooling face,1
1035,😋,face savoring food,1
1035,⬇️,down arrow,1
1037,✅,check mark button,1
1037,👉🏻,backhand index pointing right: light skin tone,1
1037,🌐,globe with meridians,1
1038,💀,skull,1
1039,👇,backhand index pointing down,1
1040,👉,backhand index pointing right,1
1040,🔥,fire,1
1046,🤤,drooling face,1
1048,💗,growing heart,1
1057,😘,face blowing a kiss,1
1064,🎈,balloon,1
1066,🚣🏻,person rowing boat: light skin tone,1
1073,🎈,balloon,1
1080,💀,skull,1
1081,🎈,balloon,1
1083,🔥,fire,1
1084,🥵,hot face,2
1089,🤮,face vomiting,2
1089,😫,tired face,2
1089,👊🏽,oncoming fist: medium skin tone,1
1090,🖤,black heart,1
1091,😭,loudly crying face,1
1091,🥺,pleading face,1
1096,😭,loudly crying face,4
1097,🥛,glass of milk,1
1103,😍,smiling face with heart-eyes,3
1103,♥️,heart suit,3
1103,🥛,glass of milk,1
1104,😋,face savoring food,1
1104,🍆,eggplant,1
1104,💦,sweat droplets,1
1110,💘,heart with arrow,2
1117,🤤,drooling face,1
1121,✊,raised fist,1
1121,💪🏽,flexed biceps: medium skin tone,1
1121,🇦🇷,flag: Argentina,1
1121,🚫,prohibited,1
1121,🍼,baby bottle,1
1125,🤤,drooling face,2
1128,😿,crying cat,1
1129,🤪,zany face,1
1129,🌿,herb,2
1129,🎶,musical notes,1
1129,🤣,rolling on the floor laughing,7
1129,🙃,upside-down face,2
1131,🥵,hot face,4
1131,💖,sparkling heart,1
1131,💦,sweat droplets,2
1131,🔥,fire,8
1132,😈,smiling face with horns,1
1132,🍆,eggplant,1
1132,💦,sweat droplets,1
1133,😭,loudly crying face,1
1133,👍,thumbs up,1
1139,😳,flushed face,1
1140,😮‍💨,face exhaling,1
1141,❌,cross mark,1
1141,✅,check mark button,1
1141,🥇,1st place medal,1
1141,🌐,globe with meridians,1
1141,🔥,fire,1
1144,📲,mobile phone with arrow,2
1147,✊,raised fist,1
1147,💦,sweat droplets,1
1154,🤧,sneezing face,1
1154,😂,face with tears of joy,1
1158,💀,skull,1
1163,💦,sweat droplets,1
1163,🍌,banana,1
1164,😿,crying cat,1
1165,😋,face savoring food,1
1165,🥳,partying face,1
1165,🍦,soft ice cream,1
1165,🚨,police car light,2
1166,➡️,right arrow,1
1166,📢,loudspeaker,1
1166,🔎,magnifying glass tilted right,1
1166,🐄,cow,1
1166,🗓️,spiral calendar,1
1169,👉,backhand index pointing right,1
1169,🥺,pleading face,1
1169,👈,backhand index pointing left,1
1170,🥰,smiling face with hearts,1
1176,😣,persevering face,1
1177,👉,backhand index pointing right,1
1178,🍁,maple leaf,1
1179,🤤,drooling face,4
1185,😂,face with tears of joy,1
1188,💕,two hearts,1
1190,🤤,drooling face,1
1190,🔥,fire,1
1194,🤭,face with hand over mouth,1
1195,👉,backhand index pointing right,1
1196,🗣,speaking head,1
1198,👉,backhand index pointing right,1
1201,🍑,peach,1
1201,🍆,eggplant,3
1201,💦,sweat droplets,1
1207,🤣,rolling on the floor laughing,1
1208,😋,face savoring food,1
1210,🤦🏻‍♂️,man facepalming: light skin tone,1
1210,🥱,yawning face,1
1213,🙌,raising hands,1
1217,🎶,musical notes,3
1223,😭,loudly crying face,1
1223,🤮,face vomiting,1
1225,📊,bar chart,1
1226,📊,bar chart,1
1231,😚,kissing face with closed eyes,1
1231,👋🏻,waving hand: light skin tone,1
1238,🤤,drooling face,1
1238,🍑,peach,1
1238,🎦,cinema,1
1239,🍼,baby bottle,2
1242,📈,chart increasing,1
1242,💸,money with wings,1
1245,😍,smiling face with heart-eyes,2
1247,☕,hot beverage,1
1252,🍑,peach,1
1252,💦,sweat droplets,3
1261,😛,face with tongue,1
1265,❤️,red heart,1
1277,🤣,rolling on the floor laughing,1
1279,😐,neutral face,1
1281,☠️,skull and crossbones,1
1283,💸,money with wings,1
1283,😋,face savoring food,2
1283,💵,dollar banknote,1
1284,🥺,pleading face,1
1285,👉,backhand index pointing right,2
1286,💦,sweat droplets,1
1287,😭,loudly crying face,3
1289,⏰,alarm clock,2
1289,👉,backhand index pointing right,1
1289,🔴,red circle,1
1289,👈,backhand index pointing left,1
1292,💡,light bulb,1
1297,📊,bar chart,1
1299,🤢,nauseated face,1
1302,😭,loudly crying face,1
1302,😂,face with tears of joy,1
1303,🥛,glass of milk,1
1303,⬇️,down arrow,2
1305,🤣,rolling on the floor laughing,1
1310,🥵,hot face,1
1310,😈,smiling face with horns,1
1311,🙂,slightly smiling face,1
1313,😃,grinning face with big eyes,1
1315,🤤,drooling face,1
1322,🇧🇷,flag: Brazil,1
1322,✊🏿,raised fist: dark skin tone,1
1322,🌿,herb,1
1324,😜,winking face with tongue,1
1326,🤣,rolling on the floor laughing,1
1326,🥴,woozy face,1
1327,🇪🇸,flag: Spain,1
1329,😅,grinning face with sweat,1
1330,🤤,drooling face,1
1330,☣️,biohazard,2
1333,📊,bar chart,1
1336,🍓,strawberry,1
1338,🥭,mango,1
1346,🥛,glass of milk,1
1349,❄️,snowflake,1
1349,🤤,drooling face,1
1349,🥰,smiling face with hearts,1
1349,🌬️,wind face,1
1352,🏻,light skin tone,1
1356,😞,disappointed face,1
1359,🥵,hot face,1
1359,🐮,cow face,1
1359,🤤,drooling face,3
1363,🤡,clown face,1
1367,😪,sleepy face,1
1369,😋,face savoring food,1
1370,💆‍♀️,woman getting massage,1
1371,📌,pushpin,1
1371,⛹️,person bouncing ball,1
1372,😏,smirking face,1
1372,🔃,clockwise vertical arrows,1
1372,🥵,hot face,1
1372,🍆,eggplant,1
1372,💦,sweat droplets,1
1377,🥲,smiling face with tear,1
1384,🤤,drooling face,1
1388,🥵,hot face,3
1392,✨,sparkles,1
1392,🏽,medium skin tone,1
1394,🤩,star-struck,1
1394,🍑,peach,1
1394,💫,dizzy,1
1394,🍆,eggplant,1
1394,💦,sweat droplets,1
1394,🔥,fire,1
1401,🥛,glass of milk,1
1401,🥺,pleading face,1
1405,🤪,zany face,1
1407,🙏,folded hands,1
1416,👿,angry face with horns,1
1416,💛,yellow heart,1
1416,💦,sweat droplets,1
1420,✅,check mark button,1
1420,🐐,goat,1
1422,😬,grimacing face,1
1423,☕,hot beverage,1
1423,🥛,glass of milk,1
1424,🍑,peach,1
1424,💦,sweat droplets,1
1434,😩,weary face,1
1435,😘,face blowing a kiss,2
1435,❤️,red heart,1
1440,🤭,face with hand over mouth,1
1443,🥕,carrot,1
1443,🌻,sunflower,1
1443,🥛,glass of milk,1
1443,❄️,snowflake,1
1443,🥩,cut of meat,1
1443,🍗,poultry leg,1
1446,😍,smiling face with heart-eyes,1
1446,📌,pushpin,2
1446,🔴,red circle,1
1446,☎️,telephone,1
1448,🤣,rolling on the floor laughing,1
1448,🙌,raising hands,1
1453,🥲,smiling face with tear,1
1454,✨,sparkles,1
1455,🗣,speaking head,1
1455,🔴,red circle,1
1456,🤣,rolling on the floor laughing,1
1456,🙄,face with rolling eyes,1
1460,😭,loudly crying face,1
1462,🤤,drooling face,1
1462,🔥,fire,1
1463,✅,check mark button,5
1463,💜,purple heart,1
1464,😭,loudly crying face,1
1465,💦,sweat droplets,4
1466,🤦🏽‍♀️,woman facepalming: medium skin tone,1
1468,💦,sweat droplets,7
1469,💉,syringe,2
1469,💎,gem stone,1
1469,✅,check mark button,1
1469,♥,heart suit,1
1469,👤,bust in silhouette,1
1469,🍲,pot of food,1
1469,💜,purple heart,1
1469,📆,tear-off calendar,1
1469,🍹,tropical drink,1
1469,🔮,crystal ball,1
1469,🐶,dog face,1
1469,🍎,red apple,1
1471,🧭,compass,1
1475,😣,persevering face,3
1476,😩,weary face,1
1477,🤤,drooling face,1
1477,🔄,counterclockwise arrows button,1
1477,🍆,eggplant,1
1477,💦,sweat droplets,1
1477,🔥,fire,1
1480,😅,grinning face with sweat,1
1480,😂,face with tears of joy,1
1480,🤣,rolling on the floor laughing,1
1481,💦,sweat droplets,3
1483,🙃,upside-down face,2
1484,🎙️,studio microphone,1
1484,🎧,headphone,1
1489,😔,pensive face,1
1490,😏,smirking face,1
1490,🤤,drooling face,1
1490,👅,tongue,1
1490,👤,bust in silhouette,1
1490,🔥,fire,1
1494,🤭,face with hand over mouth,1
1497,💦,sweat droplets,1
1497,🍆,eggplant,1
1497,🔥,fire,2
1499,🙄,face with rolling eyes,1
1499,🤨,face with raised eyebrow,1
1500,🥵,hot face,1
1504,💙,blue heart,3
1504,😘,face blowing a kiss,1
1508,🥵,hot face,1
1508,😬,grimacing face,1
1508,💦,sweat droplets,1
1508,⬇️,down arrow,1
1508,🍼,baby bottle,1
1508,🔥,fire,1
1515,🧭,compass,1
1518,🤭,face with hand over mouth,1
1523,😏,smirking face,1
1523,😘,face blowing a kiss,1
1523,🍑,peach,1
1523,💦,sweat droplets,2
1523,❤️,red heart,1
1526,🥲,smiling face with tear,1
1528,🤪,zany face,1
1528,😋,face savoring food,1
1533,🤤,drooling face,2
1533,❤️,red heart,1
1534,😍,smiling face with heart-eyes,1
1534,😏,smirking face,1
1534,🤤,drooling face,1
1534,🥳,partying face,1
1534,😋,face savoring food,1
1534,😁,beaming face with smiling eyes,2
1535,🥰,smiling face with hearts,1
1535,💜,purple heart,1
1536,🥜,peanuts,1
1536,🥧,pie,1
1536,😋,face savoring food,1
1536,🤞🏻,crossed fingers: light skin tone,1
1537,🧭,compass,1
1539,🥵,hot face,1
1539,😈,smiling face with horns,1
1539,💦,sweat droplets,1
1542,🍌,banana,1
1547,😈,smiling face with horns,1
1547,🤤,drooling face,2
1547,🍆,eggplant,1
1547,💦,sweat droplets,1
1548,😛,face with tongue,1
1548,🍆,eggplant,2
1548,💦,sweat droplets,3
1548,😈,smiling face with horns,1
1548,🔥,fire,1
1549,🤣,rolling on the floor laughing,1
1551,🦇,bat,1
1551,🤭,face with hand over mouth,1
1552,🏆,trophy,1
1552,⌚,watch,1
1552,🔴,red circle,1
1552,🤾🏽,person playing handball: medium skin tone,1
1552,📍,round pushpin,1
1552,⚪,white circle,1
1552,📹,video camera,1
1553,😭,loudly crying face,2
1553,🚽,toilet,1
1554,🤤,drooling face,9
1555,😵,knocked-out face,1
1556,🤢,nauseated face,1
1557,👀,eyes,1
1558,😋,face savoring food,1
1562,☺️,smiling face,2
1572,😏,smirking face,1
1572,🔁,repeat button,1
1572,🥵,hot face,1
1572,❤️,red heart,1
1572,🔥,fire,1
1576,😁,beaming face with smiling eyes,1
1577,😁,beaming face with smiling eyes,1
1578,☕,hot beverage,1
1578,🧜‍♀️,mermaid,1
1578,🎤,microphone,1
1585,😊,smiling face with smiling eyes,3
1586,🥴,woozy face,1
1590,🦦,otter,1
1591,🤷🏻‍♀️,woman shrugging: light skin tone,1
1593,😅,grinning face with sweat,1
1593,🤔,thinking face,1
1593,😂,face with tears of joy,4
1593,🤦🏻‍♀️,woman facepalming: light skin tone,1
1595,💡,light bulb,1
1596,🍓,strawberry,1
1596,🧀,cheese wedge,1
1596,🍳,cooking,1
1596,😋,face savoring food,2
1596,🥞,pancakes,1
1599,😍,smiling face with heart-eyes,1
1599,🍆,eggplant,1
1599,🔥,fire,2
1600,😍,smiling face with heart-eyes,1
1600,🍆,eggplant,1
1600,🔥,fire,2
1611,😡,pouting face,1
1612,😡,pouting face,1
1621,🦈,shark,1
1622,🦈,shark,1
1627,📌,pushpin,7
