id,emoji,description,ocurrences
41789,❌,cross mark,3
41789,😠,angry face,1
41794,😢,crying face,1
41797,😈,smiling face with horns,1
41797,🔥,fire,1
41799,🤤,drooling face,4
41799,🍑,peach,1
41799,🍆,eggplant,1
41799,💦,sweat droplets,1
41802,🙅‍♂️,man gesturing NO,1
41802,🚩,triangular flag,1
41805,❤️,red heart,1
41806,😭,loudly crying face,9
41810,😜,winking face with tongue,2
41810,😱,face screaming in fear,5
41814,🤌🏻,pinched fingers: light skin tone,2
41815,🥵,hot face,1
41815,🔥,fire,1
41815,💦,sweat droplets,3
41822,🚧,construction,1
41823,😘,face blowing a kiss,1
41825,🤤,drooling face,1
41825,😞,disappointed face,1
41826,😜,winking face with tongue,1
41826,😋,face savoring food,1
41826,🥛,glass of milk,1
41828,🤤,drooling face,1
41833,📊,bar chart,1
41836,👹,ogre,1
41838,👇,backhand index pointing down,1
41838,🥧,pie,1
41838,🤤,drooling face,1
41838,🥒,cucumber,1
41839,💦,sweat droplets,1
41839,🍼,baby bottle,1
41839,💧,droplet,1
41843,🚧,construction,1
41846,😍,smiling face with heart-eyes,1
41847,🔁,repeat button,2
41847,🐺,wolf,1
41847,🍆,eggplant,1
41847,💦,sweat droplets,1
41847,🔥,fire,2
41849,🤤,drooling face,1
41853,🍆,eggplant,1
41853,🔥,fire,4
41853,🤑,money-mouth face,1
41854,🐰,rabbit face,1
41854,🎀,ribbon,1
41855,🏽,medium skin tone,1
41857,😎,smiling face with sunglasses,1
41858,😂,face with tears of joy,4
41858,😬,grimacing face,4
41861,🔥,fire,1
41862,🥴,woozy face,1
41863,💗,growing heart,1
41864,🌞,sun with face,1
41864,☀️,sun,1
41864,😃,grinning face with big eyes,1
41864,🥛,glass of milk,1
41864,🥵,hot face,2
41867,🥺,pleading face,1
41868,💦,sweat droplets,1
41869,🤣,rolling on the floor laughing,1
41869,👀,eyes,1
41880,✳,eight-spoked asterisk,1
41903,😋,face savoring food,2
41903,🥛,glass of milk,1
41903,🍆,eggplant,1
41904,😋,face savoring food,2
41904,🥛,glass of milk,1
41904,🍆,eggplant,1
41905,🙈,see-no-evil monkey,1
41906,🙈,see-no-evil monkey,1
41915,🏻,light skin tone,1
41916,🏻,light skin tone,1
41919,❤️,red heart,1
41920,❤️,red heart,1
41921,🙂,slightly smiling face,1
41922,🙂,slightly smiling face,1
41927,😥,sad but relieved face,1
41927,🤬,face with symbols on mouth,1
41927,😭,loudly crying face,1
41927,😷,face with medical mask,1
41927,😔,pensive face,1
41927,😧,anguished face,1
41928,😥,sad but relieved face,1
41928,🤬,face with symbols on mouth,1
41928,😭,loudly crying face,1
41928,😷,face with medical mask,1
41928,😔,pensive face,1
41928,😧,anguished face,1
41935,📊,bar chart,1
41936,📊,bar chart,1
41937,🏻,light skin tone,1
41938,🏻,light skin tone,1
41941,😍,smiling face with heart-eyes,1
41942,😍,smiling face with heart-eyes,1
41947,📊,bar chart,1
41948,📊,bar chart,1
41955,😱,face screaming in fear,1
41956,😱,face screaming in fear,1
41959,✔️,check mark,1
41960,✔️,check mark,1
41961,👀,eyes,1
41961,☀️,sun,1
41961,⬇️,down arrow,1
41961,🤯,exploding head,1
41962,👀,eyes,1
41962,☀️,sun,1
41962,⬇️,down arrow,1
41962,🤯,exploding head,1
41973,🥵,hot face,1
41974,🥵,hot face,1
41977,🤍,white heart,1
41978,🤍,white heart,1
41979,🎻,violin,3
41980,🎻,violin,3
41983,🤤,drooling face,1
41984,🤤,drooling face,1
41985,😭,loudly crying face,1
41986,😭,loudly crying face,1
41991,⭐,star,1
41991,🆚,VS button,1
41991,🇺🇾,flag: Uruguay,1
41991,🇵🇹,flag: Portugal,1
41992,⭐,star,1
41992,🆚,VS button,1
41992,🇺🇾,flag: Uruguay,1
41992,🇵🇹,flag: Portugal,1
41993,🤤,drooling face,1
41993,🔥,fire,2
41994,🤤,drooling face,1
41994,🔥,fire,2
41997,😈,smiling face with horns,1
41998,😈,smiling face with horns,1
42009,♻️,recycling symbol,1
42009,💠,diamond with a dot,1
42009,📸,camera with flash,1
42009,✨,sparkles,1
42009,👀,eyes,1
42009,🔥,fire,1
42010,♻️,recycling symbol,1
42010,💠,diamond with a dot,1
42010,📸,camera with flash,1
42010,✨,sparkles,1
42010,👀,eyes,1
42010,🔥,fire,1
42029,🚑,ambulance,1
42030,🚑,ambulance,1
42031,🤪,zany face,1
42031,💕,two hearts,1
42031,🥛,glass of milk,1
42031,💪🏻,flexed biceps: light skin tone,1
42032,🤪,zany face,1
42032,💕,two hearts,1
42032,🥛,glass of milk,1
42032,💪🏻,flexed biceps: light skin tone,1
42033,💕,two hearts,1
42033,🥛,glass of milk,1
42034,😉,winking face,1
42034,🥚,egg,1
42034,🥛,glass of milk,1
42034,🍆,eggplant,1
42034,💦,sweat droplets,1
42034,😈,smiling face with horns,1
42034,🔥,fire,1
42035,😉,winking face,1
42035,🥚,egg,1
42035,🥛,glass of milk,1
42035,🍆,eggplant,1
42035,💦,sweat droplets,1
42035,😈,smiling face with horns,1
42035,🔥,fire,1
42036,🍼,baby bottle,7
42037,🍼,baby bottle,7
42042,😘,face blowing a kiss,3
42043,😘,face blowing a kiss,3
42054,💦,sweat droplets,2
42055,💦,sweat droplets,2
42056,🍩,doughnut,1
42056,👉,backhand index pointing right,1
42056,🍆,eggplant,1
42056,💦,sweat droplets,4
42056,👇,backhand index pointing down,1
42056,🔥,fire,3
42057,🍩,doughnut,1
42057,👉,backhand index pointing right,1
42057,🍆,eggplant,1
42057,💦,sweat droplets,4
42057,👇,backhand index pointing down,1
42057,🔥,fire,3
42062,🤤,drooling face,1
42063,🤤,drooling face,1
42064,🤗,hugging face,1
42064,🏻,light skin tone,1
42065,🤗,hugging face,1
42065,🏻,light skin tone,1
42066,🤣,rolling on the floor laughing,3
42067,🤣,rolling on the floor laughing,3
42070,🧜‍♀️,mermaid,1
42070,🥛,glass of milk,1
42070,🚨,police car light,1
42071,🧜‍♀️,mermaid,1
42071,🥛,glass of milk,1
42071,🚨,police car light,1
42074,🥵,hot face,1
42074,😈,smiling face with horns,1
42074,ℹ️,information,1
42074,😓,downcast face with sweat,1
42075,🥵,hot face,1
42075,😈,smiling face with horns,1
42075,ℹ️,information,1
42075,😓,downcast face with sweat,1
42078,😭,loudly crying face,2
42079,😭,loudly crying face,2
42086,😅,grinning face with sweat,1
42086,🤤,drooling face,1
42087,😅,grinning face with sweat,1
42087,🤤,drooling face,1
42090,👇🏻,backhand index pointing down: light skin tone,1
42091,👇🏻,backhand index pointing down: light skin tone,1
42093,📊,bar chart,1
42094,💤,zzz,1
42096,😂,face with tears of joy,2
42101,🙈,see-no-evil monkey,1
42103,💦,sweat droplets,4
42109,😪,sleepy face,1
42110,🤣,rolling on the floor laughing,1
42111,😈,smiling face with horns,1
42111,🍑,peach,1
42111,🍆,eggplant,1
42111,💦,sweat droplets,1
42113,🆗,OK button,1
42114,👀,eyes,1
42115,🔥,fire,1
42115,💦,sweat droplets,3
42116,😈,smiling face with horns,2
42118,🤤,drooling face,1
42118,🍼,baby bottle,1
42120,🤪,zany face,1
42131,😭,loudly crying face,2
42132,🤤,drooling face,1
42132,🍆,eggplant,1
42133,😃,grinning face with big eyes,1
42133,🥛,glass of milk,1
42133,🍼,baby bottle,1
42135,🙃,upside-down face,1
42136,🥺,pleading face,1
42142,🥺,pleading face,1
42148,😏,smirking face,1
42149,😀,grinning face,1
42153,🤏🏻,pinching hand: light skin tone,1
42157,🍑,peach,1
42157,💦,sweat droplets,1
42157,😈,smiling face with horns,1
42157,❤️,red heart,1
42157,🔥,fire,1
42158,🥵,hot face,1
42158,😈,smiling face with horns,1
42158,🤤,drooling face,1
42163,🤤,drooling face,1
42163,🥭,mango,1
42165,😜,winking face with tongue,1
42166,🌝,full moon face,1
42166,❤️,red heart,1
42171,✨,sparkles,1
42171,🏻,light skin tone,1
42173,💦,sweat droplets,1
42174,🥛,glass of milk,1
42174,🍼,baby bottle,1
42175,☺️,smiling face,2
42175,🍑,peach,1
42175,❌,cross mark,3
42175,⚫,black circle,1
42175,🤘🏼,sign of the horns: medium-light skin tone,2
42175,🥵,hot face,2
42175,✨,sparkles,1
42175,🟠,orange circle,1
42175,🔥,fire,2
42177,🥵,hot face,2
42177,🍑,peach,1
42181,😢,crying face,1
42196,🙃,upside-down face,1
42197,💙,blue heart,1
42197,🙏,folded hands,1
42198,😑,expressionless face,1
42204,💔,broken heart,1
42206,😭,loudly crying face,1
42214,🥵,hot face,1
42214,🍑,peach,1
42217,😂,face with tears of joy,4
42218,🤣,rolling on the floor laughing,4
42224,😭,loudly crying face,1
42226,🥵,hot face,3
42226,🔥,fire,1
42226,💦,sweat droplets,1
42227,⭐,star,6
42227,😛,face with tongue,1
42227,🎥,movie camera,1
42228,🔄,counterclockwise arrows button,1
42235,🥵,hot face,1
42242,🤤,drooling face,1
42242,❤️,red heart,1
42242,🔃,clockwise vertical arrows,1
42246,💉,syringe,1
42246,🥛,glass of milk,1
42246,🇲🇽,flag: Mexico,1
42248,👿,angry face with horns,1
42248,🍆,eggplant,1
42248,💦,sweat droplets,3
42248,😈,smiling face with horns,1
42248,🔥,fire,1
42250,😈,smiling face with horns,1
42250,🍆,eggplant,1
42250,💦,sweat droplets,1
42254,➡,right arrow,1
42254,⬅,left arrow,1
42254,📉,chart decreasing,1
42254,🧾,receipt,1
42256,🐺,wolf,1
42260,☕,hot beverage,1
42260,☀️,sun,1
42260,💋,kiss mark,1
42260,🔥,fire,1
42261,😋,face savoring food,2
42261,🥛,glass of milk,1
42261,🍆,eggplant,1
42262,😋,face savoring food,2
42262,🥛,glass of milk,1
42262,🍆,eggplant,1
42263,💦,sweat droplets,1
42268,🛰️,satellite,1
42276,👍,thumbs up,1
42277,🤦🏾‍♀️,woman facepalming: medium-dark skin tone,1
42277,🤬,face with symbols on mouth,1
42284,👉,backhand index pointing right,1
42288,🥔,potato,1
42289,🤤,drooling face,1
42289,😋,face savoring food,1
42289,⤵️,right arrow curving down,1
42311,🙈,see-no-evil monkey,1
42312,🙈,see-no-evil monkey,1
42321,🏻,light skin tone,1
42322,🏻,light skin tone,1
42325,❤️,red heart,1
42326,❤️,red heart,1
42327,🙂,slightly smiling face,1
42328,🙂,slightly smiling face,1
42333,😥,sad but relieved face,1
42333,🤬,face with symbols on mouth,1
42333,😭,loudly crying face,1
42333,😷,face with medical mask,1
42333,😔,pensive face,1
42333,😧,anguished face,1
42334,😥,sad but relieved face,1
42334,🤬,face with symbols on mouth,1
42334,😭,loudly crying face,1
42334,😷,face with medical mask,1
42334,😔,pensive face,1
42334,😧,anguished face,1
42341,📊,bar chart,1
42342,📊,bar chart,1
42343,🏻,light skin tone,1
42344,🏻,light skin tone,1
42347,😍,smiling face with heart-eyes,1
42348,😍,smiling face with heart-eyes,1
42353,📊,bar chart,1
42354,📊,bar chart,1
42363,😱,face screaming in fear,1
42364,😱,face screaming in fear,1
42367,✔️,check mark,1
42368,✔️,check mark,1
42369,👀,eyes,1
42369,☀️,sun,1
42369,⬇️,down arrow,1
42369,🤯,exploding head,1
42370,👀,eyes,1
42370,☀️,sun,1
42370,⬇️,down arrow,1
42370,🤯,exploding head,1
42383,🥵,hot face,1
42384,🥵,hot face,1
42387,🎻,violin,3
42388,🎻,violin,3
42391,🤤,drooling face,1
42392,🤤,drooling face,1
42393,😭,loudly crying face,1
42394,😭,loudly crying face,1
42399,⭐,star,1
42399,🆚,VS button,1
42399,🇺🇾,flag: Uruguay,1
42399,🇵🇹,flag: Portugal,1
42400,⭐,star,1
42400,🆚,VS button,1
42400,🇺🇾,flag: Uruguay,1
42400,🇵🇹,flag: Portugal,1
42401,🤤,drooling face,1
42401,🔥,fire,2
42402,🤤,drooling face,1
42402,🔥,fire,2
42405,😈,smiling face with horns,1
42406,😈,smiling face with horns,1
42417,♻️,recycling symbol,1
42417,💠,diamond with a dot,1
42417,📸,camera with flash,1
42417,✨,sparkles,1
42417,👀,eyes,1
42417,🔥,fire,1
42418,♻️,recycling symbol,1
42418,💠,diamond with a dot,1
42418,📸,camera with flash,1
42418,✨,sparkles,1
42418,👀,eyes,1
42418,🔥,fire,1
42437,🚑,ambulance,1
42438,🚑,ambulance,1
42439,🤪,zany face,1
42439,💕,two hearts,1
42439,🥛,glass of milk,1
42439,💪🏻,flexed biceps: light skin tone,1
42440,🤪,zany face,1
42440,💕,two hearts,1
42440,🥛,glass of milk,1
42440,💪🏻,flexed biceps: light skin tone,1
42441,😉,winking face,1
42441,🥚,egg,1
42441,🥛,glass of milk,1
42441,🍆,eggplant,1
42441,💦,sweat droplets,1
42441,😈,smiling face with horns,1
42441,🔥,fire,1
42442,😉,winking face,1
42442,🥚,egg,1
42442,🥛,glass of milk,1
42442,🍆,eggplant,1
42442,💦,sweat droplets,1
42442,😈,smiling face with horns,1
42442,🔥,fire,1
42447,😘,face blowing a kiss,3
42448,😘,face blowing a kiss,3
42453,🍼,baby bottle,7
42454,🍼,baby bottle,7
42461,💦,sweat droplets,2
42462,💦,sweat droplets,2
42463,🍩,doughnut,1
42463,👉,backhand index pointing right,1
42463,🍆,eggplant,1
42463,💦,sweat droplets,4
42463,👇,backhand index pointing down,1
42463,🔥,fire,3
42464,🍩,doughnut,1
42464,👉,backhand index pointing right,1
42464,🍆,eggplant,1
42464,💦,sweat droplets,4
42464,👇,backhand index pointing down,1
42464,🔥,fire,3
42469,🤤,drooling face,1
42470,🤤,drooling face,1
42471,🤗,hugging face,1
42471,🏻,light skin tone,1
42472,🤗,hugging face,1
42472,🏻,light skin tone,1
42473,🤣,rolling on the floor laughing,3
42474,🤣,rolling on the floor laughing,3
42475,😭,loudly crying face,2
42476,😭,loudly crying face,2
42479,🧜‍♀️,mermaid,1
42479,🥛,glass of milk,1
42479,🚨,police car light,1
42480,🧜‍♀️,mermaid,1
42480,🥛,glass of milk,1
42480,🚨,police car light,1
42484,🥵,hot face,1
42484,😈,smiling face with horns,1
42484,ℹ️,information,1
42484,😓,downcast face with sweat,1
42485,🥵,hot face,1
42485,😈,smiling face with horns,1
42485,ℹ️,information,1
42485,😓,downcast face with sweat,1
42494,😅,grinning face with sweat,1
42494,🤤,drooling face,1
42495,😅,grinning face with sweat,1
42495,🤤,drooling face,1
42498,👇🏻,backhand index pointing down: light skin tone,1
42499,👇🏻,backhand index pointing down: light skin tone,1
42506,🤤,drooling face,4
42506,❤️,red heart,1
42507,💦,sweat droplets,1
42509,🍑,peach,2
42509,💦,sweat droplets,3
42514,🎥,movie camera,1
42514,🐧,penguin,1
42515,💦,sweat droplets,1
42517,😍,smiling face with heart-eyes,2
42518,🤣,rolling on the floor laughing,1
42519,🥵,hot face,2
42519,✨,sparkles,1
42519,❤️,red heart,1
42522,🙃,upside-down face,1
42522,😬,grimacing face,3
42523,‼️,double exclamation mark,1
42524,🧜🏼‍♀️,mermaid: medium-light skin tone,1
42524,🍼,baby bottle,1
42527,🥰,smiling face with hearts,2
42528,🍓,strawberry,1
42537,🤭,face with hand over mouth,1
42538,😭,loudly crying face,1
42538,❤️,red heart,1
42540,☺️,smiling face,1
42540,🦄,unicorn,1
42540,🤭,face with hand over mouth,1
42540,💋,kiss mark,1
42540,🙃,upside-down face,1
42542,😋,face savoring food,2
42544,🙂,slightly smiling face,1
42548,🤤,drooling face,1
42549,👾,alien monster,1
42550,🍆,eggplant,1
42550,💦,sweat droplets,1
42553,😭,loudly crying face,2
42553,💀,skull,2
42556,😤,face with steam from nose,1
42556,🙄,face with rolling eyes,1
42560,😋,face savoring food,1
42566,🛰️,satellite,1
42567,🤮,face vomiting,1
42567,😵‍💫,face with spiral eyes,1
42568,😂,face with tears of joy,3
42573,🍮,custard,1
42574,✨,sparkles,1
42574,🏻,light skin tone,1
42574,💞,revolving hearts,1
42578,🤤,drooling face,1
42585,😍,smiling face with heart-eyes,1
42587,🥺,pleading face,4
42588,✨,sparkles,1
42588,❤️,red heart,2
42588,💛,yellow heart,2
42588,💜,purple heart,2
42589,☕,hot beverage,2
42589,😋,face savoring food,1
42589,🍆,eggplant,1
42589,💦,sweat droplets,1
42590,😔,pensive face,1
42592,🤎,brown heart,1
42595,👩‍🍳,woman cook,1
42595,📣,megaphone,1
42595,🌈,rainbow,1
42596,🥵,hot face,1
42596,🍆,eggplant,2
42596,💦,sweat droplets,1
42596,😎,smiling face with sunglasses,1
42602,📌,pushpin,3
42603,😤,face with steam from nose,1
42605,💔,broken heart,1
42605,👉,backhand index pointing right,1
42605,🎥,movie camera,1
42605,💪,flexed biceps,1
42608,👅,tongue,1
42608,🥵,hot face,1
42608,🍆,eggplant,1
42608,💦,sweat droplets,1
42608,🔥,fire,1
42609,💗,growing heart,1
42611,😭,loudly crying face,11
42618,🤔,thinking face,3
42619,❤️,red heart,1
42620,🚨,police car light,1
42623,🤭,face with hand over mouth,5
42625,🍑,peach,2
42625,🔞,no one under eighteen,1
42625,🍆,eggplant,2
42625,💦,sweat droplets,1
42625,🐩,poodle,1
42625,😈,smiling face with horns,1
42625,❤️,red heart,1
42625,🔥,fire,1
42636,😁,beaming face with smiling eyes,1
42636,🤘,sign of the horns,1
42638,💦,sweat droplets,1
42640,😈,smiling face with horns,3
42640,🍆,eggplant,3
42640,💦,sweat droplets,3
42641,😍,smiling face with heart-eyes,1
42641,😘,face blowing a kiss,1
42641,👿,angry face with horns,2
42641,🤠,cowboy hat face,4
42641,🍌,banana,5
42641,🐦,bird,2
42641,🤑,money-mouth face,5
42641,💜,purple heart,1
42641,🔃,clockwise vertical arrows,5
42641,❤,red heart,3
42641,🛵,motor scooter,1
42641,😛,face with tongue,3
42641,😋,face savoring food,1
42641,🍆,eggplant,1
42641,😈,smiling face with horns,3
42641,🔥,fire,2
42642,😭,loudly crying face,1
42643,👌,OK hand,1
42643,😔,pensive face,1
42650,🤤,drooling face,1
42650,🔥,fire,3
42652,🔪,kitchen knife,1
42654,👇,backhand index pointing down,1
42658,🥲,smiling face with tear,1
42659,👍🏽,thumbs up: medium skin tone,1
42660,😃,grinning face with big eyes,1
42660,👅,tongue,1
42660,👇,backhand index pointing down,3
42660,🍆,eggplant,2
42664,🥲,smiling face with tear,1
42665,🤣,rolling on the floor laughing,1
42667,🥵,hot face,1
42671,❤️,red heart,1
42680,🥲,smiling face with tear,1
42682,😋,face savoring food,1
42683,💕,two hearts,1
42683,👩‍🍼,woman feeding baby,1
42683,🥱,yawning face,1
42684,😏,smirking face,1
42684,🥴,woozy face,1
42685,🌊,water wave,2
42685,😀,grinning face,1
42685,🥛,glass of milk,1
42685,🏄,person surfing,1
42691,😅,grinning face with sweat,2
42693,🥚,egg,2
42699,❤️,red heart,2
42700,😭,loudly crying face,1
42702,🤧,sneezing face,1
42705,🤤,drooling face,2
42705,🍆,eggplant,2
42706,😍,smiling face with heart-eyes,1
42706,😈,smiling face with horns,1
42706,🔥,fire,1
42706,💪🏽,flexed biceps: medium skin tone,1
42709,😂,face with tears of joy,1
42709,🤦🏻‍♀️,woman facepalming: light skin tone,1
42714,🤢,nauseated face,3
42715,😣,persevering face,15
42719,🥲,smiling face with tear,1
42725,😈,smiling face with horns,1
42729,🥵,hot face,1
42737,🔷,large blue diamond,1
42738,🥲,smiling face with tear,1
42738,💔,broken heart,1
42741,👇,backhand index pointing down,1
42741,📈,chart increasing,1
42742,📺,television,1
42743,😭,loudly crying face,3
42746,🤯,exploding head,1
42754,💕,two hearts,2
42755,👅,tongue,1
42755,🔥,fire,1
42758,👇,backhand index pointing down,1
42763,🛒,shopping cart,1
42763,💥,collision,1
42763,❌,cross mark,1
42763,👁,eye,1
42763,✅,check mark button,1
42766,😛,face with tongue,1
42773,😖,confounded face,1
42774,👇🏽,backhand index pointing down: medium skin tone,1
42774,👇🏻,backhand index pointing down: light skin tone,1
42774,👇🏾,backhand index pointing down: medium-dark skin tone,1
42780,😩,weary face,1
42785,💕,two hearts,2
42785,😊,smiling face with smiling eyes,1
42791,🤤,drooling face,2
42792,🐰,rabbit face,1
42792,🍆,eggplant,1
42792,😮‍💨,face exhaling,1
42792,💦,sweat droplets,2
42792,🔥,fire,2
42793,☺️,smiling face,1
42794,😍,smiling face with heart-eyes,1
42795,🥴,woozy face,3
42798,💘,heart with arrow,5
42799,🤦,person facepalming,1
42803,🟢,green circle,1
42805,🥵,hot face,5
42805,🍆,eggplant,1
42811,🤣,rolling on the floor laughing,1
42814,😂,face with tears of joy,26
42814,👋🏼,waving hand: medium-light skin tone,2
42815,📩,envelope with arrow,1
42815,💦,sweat droplets,1
42817,🔨,hammer,1
42818,😏,smirking face,1
42824,🔷,large blue diamond,1
42828,🔁,repeat button,1
42828,🥵,hot face,1
42828,🍆,eggplant,1
42828,💦,sweat droplets,1
42828,🔥,fire,1
42834,🔽,downwards button,1
42834,🍆,eggplant,1
42834,😈,smiling face with horns,1
42834,🍼,baby bottle,1
42834,🔥,fire,1
42844,😏,smirking face,1
42845,🤮,face vomiting,1
42846,🔵,blue circle,1
42847,😩,weary face,1
42849,🟢,green circle,1
42852,🔵,blue circle,1
42853,🤍,white heart,1
42854,💦,sweat droplets,4
42856,🥵,hot face,7
42856,🥺,pleading face,1
42858,🤡,clown face,1
42859,😈,smiling face with horns,1
42871,🥰,smiling face with hearts,1
42872,🇮🇪,flag: Ireland,1
42872,💦,sweat droplets,1
42883,😀,grinning face,1
42885,😋,face savoring food,1
42891,🟢,green circle,1
42898,🥲,smiling face with tear,1
42899,🙊,speak-no-evil monkey,1
42908,🤣,rolling on the floor laughing,1
42915,🔝,TOP arrow,1
42919,🧜‍♀️,mermaid,1
42919,🥛,glass of milk,1
42919,🏻,light skin tone,2
42919,💞,revolving hearts,1
42924,🥴,woozy face,1
42928,😩,weary face,1
42930,🥛,glass of milk,1
42930,💪,flexed biceps,1
42930,😎,smiling face with sunglasses,1
42930,🙌,raising hands,1
42930,✨,sparkles,1
42930,🥣,bowl with spoon,1
42931,😂,face with tears of joy,1
42931,🥰,smiling face with hearts,1
42933,🌷,tulip,1
42933,🧿,nazar amulet,1
42933,🦋,butterfly,1
42938,🥛,glass of milk,1
42938,🥞,pancakes,1
42938,🔥,fire,1
42939,🍃,leaf fluttering in wind,1
42939,🤓,nerd face,1
42940,🙌🏼,raising hands: medium-light skin tone,1
42940,💥,collision,1
42940,😎,smiling face with sunglasses,1
42945,☑️,check box with check,1
42947,😈,smiling face with horns,2
42947,💦,sweat droplets,2
42947,🍆,eggplant,1
42947,🔥,fire,1
42949,‼️,double exclamation mark,1
42949,👉,backhand index pointing right,5
42952,😉,winking face,1
42952,😇,smiling face with halo,1
42953,🔽,downwards button,1
42953,🏅,sports medal,1
42954,😍,smiling face with heart-eyes,1
42954,🤤,drooling face,2
42954,👌,OK hand,1
42955,😳,flushed face,1
42959,☕,hot beverage,1
42959,♦️,diamond suit,1
42959,🙌,raising hands,1
42959,💙,blue heart,1
42964,👉🏻,backhand index pointing right: light skin tone,1
42966,😉,winking face,1
42966,🖕,middle finger,1
42974,☠️,skull and crossbones,1
42974,👍🏻,thumbs up: light skin tone,1
42977,😭,loudly crying face,2
42979,🥵,hot face,1
42979,💛,yellow heart,1
42979,💦,sweat droplets,1
42983,😮‍💨,face exhaling,1
42987,🤣,rolling on the floor laughing,1
42990,☑️,check box with check,1
42991,🍑,peach,1
42991,👿,angry face with horns,1
42991,🍆,eggplant,1
42991,💦,sweat droplets,1
42992,😋,face savoring food,1
42994,🥵,hot face,1
42994,😈,smiling face with horns,1
42994,🤤,drooling face,1
42996,🍑,peach,1
42996,❤️,red heart,4
42996,🍆,eggplant,1
42998,😒,unamused face,1
42998,🤷🏻‍♂️,man shrugging: light skin tone,1
43003,😈,smiling face with horns,1
43003,🤤,drooling face,1
43003,🍆,eggplant,1
43007,🏻,light skin tone,1
43010,😅,grinning face with sweat,1
43012,😍,smiling face with heart-eyes,1
43016,😋,face savoring food,3
43020,🤤,drooling face,1
43021,☑️,check box with check,1
43022,♥️,heart suit,1
43022,🏼,medium-light skin tone,1
43031,☹️,frowning face,1
43031,🤟🏻,love-you gesture: light skin tone,1
43031,😡,pouting face,1
43032,😏,smirking face,1
43032,🍑,peach,1
43032,🥰,smiling face with hearts,1
43032,🥵,hot face,1
43032,💦,sweat droplets,1
43038,🍑,peach,1
43038,🍆,eggplant,1
43038,🍼,baby bottle,1
43038,💦,sweat droplets,1
43040,📍,round pushpin,1
43042,🤤,drooling face,2
43042,😋,face savoring food,2
43043,☑️,check box with check,1
43044,🥵,hot face,1
43047,😱,face screaming in fear,1
43049,😛,face with tongue,1
43051,😈,smiling face with horns,1
43051,🍆,eggplant,1
43051,💦,sweat droplets,1
43053,😈,smiling face with horns,1
43053,🍆,eggplant,1
43053,💦,sweat droplets,1
43063,✅,check mark button,1
43063,🏥,hospital,1
43065,🆗,OK button,1
43066,🆗,OK button,1
43070,🇦🇺,flag: Australia,1
43079,🤦🏻‍♀,woman facepalming: light skin tone,1
43079,🤌🏻,pinched fingers: light skin tone,1
43085,😛,face with tongue,1
43086,🇪🇸,flag: Spain,1
43091,💆‍♀️,woman getting massage,3
43092,🤤,drooling face,1
43092,👅,tongue,1
43092,💦,sweat droplets,2
43092,😈,smiling face with horns,1
43092,🍼,baby bottle,1
43098,🙌,raising hands,1
43098,🥰,smiling face with hearts,1
43098,❤,red heart,1
43100,🤤,drooling face,1
43103,🤣,rolling on the floor laughing,1
43104,❤️,red heart,1
43104,🔃,clockwise vertical arrows,1
43113,🥛,glass of milk,1
43115,🇪🇸,flag: Spain,1
43118,❤️,red heart,1
43120,☕,hot beverage,1
43120,😍,smiling face with heart-eyes,1
43122,😝,squinting face with tongue,1
43122,👌,OK hand,2
43122,😛,face with tongue,1
43122,💦,sweat droplets,6
43122,😈,smiling face with horns,2
43130,😭,loudly crying face,2
43133,🤮,face vomiting,1
43134,🤤,drooling face,2
43135,🥵,hot face,1
43135,🤭,face with hand over mouth,1
43139,😿,crying cat,1
43141,🤦🏻‍♂️,man facepalming: light skin tone,1
43141,😮‍💨,face exhaling,1
43142,🎶,musical notes,1
43142,🔥,fire,1
43143,😭,loudly crying face,2
43148,😒,unamused face,1
43148,💸,money with wings,2
43148,🥵,hot face,1
43148,🔄,counterclockwise arrows button,1
43148,🍆,eggplant,1
43148,💦,sweat droplets,1
43148,😈,smiling face with horns,2
43148,🔥,fire,2
43148,🇻🇪,flag: Venezuela,1
43152,🆗,OK button,1
43153,🥲,smiling face with tear,1
43158,😍,smiling face with heart-eyes,1
43158,👿,angry face with horns,1
43158,🍌,banana,2
43158,🤑,money-mouth face,1
43158,💜,purple heart,2
43158,🔃,clockwise vertical arrows,2
43158,❤,red heart,1
43158,😎,smiling face with sunglasses,2
43158,😛,face with tongue,1
43158,😀,grinning face,1
43158,😋,face savoring food,1
43158,🍆,eggplant,3
43158,💦,sweat droplets,1
43158,💕,two hearts,1
43158,😈,smiling face with horns,1
43158,🔥,fire,2
43161,🥵,hot face,14
43162,😈,smiling face with horns,3
43162,🥛,glass of milk,1
43166,🥛,glass of milk,1
43167,😈,smiling face with horns,6
43167,🍑,peach,1
43167,🍆,eggplant,1
43167,💦,sweat droplets,4
43173,♨️,hot springs,1
43177,➡️,right arrow,1
43178,🍑,peach,1
43178,💦,sweat droplets,1
43178,🔥,fire,2
43179,☑️,check box with check,1
43181,⌛,hourglass done,1
43181,👑,crown,1
43182,💦,sweat droplets,1
43183,🤤,drooling face,2
43186,🥵,hot face,1
43186,🍆,eggplant,3
43186,💦,sweat droplets,1
43191,☑️,check box with check,1
43192,🤤,drooling face,2
43192,🥛,glass of milk,2
43192,♨️,hot springs,2
43192,🔫,water pistol,2
43192,🌃,night with stars,2
43193,🤦‍♀️,woman facepalming,1
43194,🤤,drooling face,1
43194,🐷,pig face,1
43201,🤬,face with symbols on mouth,1
