topic,word,weight
-1,the,0.03272485591357053
-1,of,0.029735092342633336
-1,asturian,0.02634196038672014
-1,co,0.025466255147347495
-1,https,0.025342502730655393
-1,and,0.025039673968115444
-1,in,0.024195064714590153
-1,to,0.0224784932184683
-1,that,0.01813361194175781
-1,for,0.017030615239457477
0,fabada,0.044033771240390346
0,asturian,0.03454084209841286
0,and,0.031548931929988665
0,cuisine,0.029565450097453993
0,https,0.02816987451975254
0,co,0.02813176685047957
0,with,0.02270453449784649
0,the,0.021781287164108803
0,cachopo,0.021639645637741265
0,best,0.021017813772473276
1,the,0.03269507319502805
1,will,0.02661316738314963
1,asturian,0.025761364851535292
1,of,0.02505306879514346
1,at,0.02493918207018901
1,in,0.02478897561127151
1,to,0.024427796750420297
1,https,0.02414278149906185
1,co,0.024110121604462364
1,and,0.0225103746698451
2,dairy,0.11529981894693817
2,farm,0.1065171181727595
2,plant,0.04629490879685107
2,the,0.044092163081401806
2,https,0.03809358249137794
2,co,0.03804205021912781
2,they,0.028568561657453594
2,to,0.025392216112751675
2,it,0.024862420981660138
2,is,0.024469474450777774
3,team,0.05059192737787989
3,the,0.03651403067376882
3,championship,0.03364309202464916
3,in,0.030467185008194807
3,asturian,0.028052370299035963
3,https,0.027770961294697253
3,co,0.02773339326763101
3,spanish,0.02751665005631081
3,national,0.026300219510929004
3,and,0.025859990555339357
4,the,0.03686113464987098
4,dairy,0.03340000118791634
4,madrid,0.03315525902811693
4,that,0.03208995263975079
4,barça,0.0312164365208677
4,and,0.03037283294914521
4,farm,0.02984221072108925
4,central,0.029199785769808792
4,vinicius,0.02849732359589415
4,they,0.02781267144613384
5,asturian,0.06890994343125342
5,https,0.05860067911422344
5,co,0.05852140523257053
5,be,0.033221071293452885
5,you,0.032374614909902684
5,me,0.031861615766876676
5,my,0.029540255934589296
5,an,0.028415091092041947
5,to,0.028243683104855317
5,am,0.022623969654081044
6,milk,0.12476881773021911
6,https,0.04829482375052073
6,co,0.04822949143355245
6,asturiana,0.03597789207803197
6,asturian,0.029907319067309084
6,central,0.029904166566887512
6,lechera,0.028881132523331052
6,websites,0.028744023333345123
6,available,0.025023901027840537
6,at,0.024129468366611447
7,asturias,0.04943331135480231
7,the,0.04365382565783317
7,of,0.036743242741663254
7,for,0.029302215576026865
7,socialist,0.028011433736853567
7,and,0.027848616523962876
7,to,0.02642099790283432
7,in,0.02402020804668995
7,party,0.023381860248699763
7,candidate,0.02184810879159179
8,industry,0.04225044753046919
8,the,0.03957780379450405
8,in,0.03707385583288551
8,of,0.036684510160742256
8,asturian,0.02905286517756295
8,company,0.028931722057917407
8,to,0.02679235712780732
8,https,0.025242140384442655
8,co,0.02520799329809913
8,its,0.024068851674243576
9,language,0.04888147652546088
9,the,0.03346197991739589
9,asturian,0.03299076946288732
9,that,0.029334943754692998
9,of,0.029277703925304904
9,and,0.027057848678778515
9,to,0.02632255277032812
9,linguistic,0.023431526981963182
9,is,0.022608828845116148
9,co,0.0217050081015728
10,asturias,0.07779628322209321
10,to,0.03305508754646587
10,of,0.02706373491324973
10,and,0.02676752134348242
10,in,0.026612677390120635
10,the,0.02523044953656037
10,from,0.025088599039546314
10,an,0.02371397692342516
10,asturian,0.022118918362375437
10,https,0.02211113543487964
11,competition,0.059322322870881586
11,valles,0.05116103457291622
11,cattle,0.044996432996182646
11,the,0.044448731044912135
11,auction,0.04022471275515364
11,of,0.039697702061074536
11,valleys,0.03576934943683727
11,national,0.03470478969197499
11,livestock,0.034389938392779505
11,los,0.03419795535383224
12,de,0.1277328934214927
12,en,0.09207802147835764
12,el,0.07202971847505368
12,la,0.07123036645458879
12,que,0.0701519435435686
12,centrallecheraasturiana,0.068675373560138
12,con,0.06591055589864823
12,para,0.06515409504182397
12,un,0.04460843098463524
12,los,0.037957362312386195
13,healthcare,0.09732607234903679
13,health,0.05957021794655027
13,strike,0.05147358957394776
13,asturian,0.03597226525051041
13,to,0.03162792592815975
13,https,0.030388400941784532
13,co,0.03034729209225764
13,public,0.029785108973275135
13,barbón,0.02942329426571037
13,sicepa,0.02897956487536593
14,cow,0.1502008901388649
14,field,0.14804082113858938
14,selling,0.1462552104117292
14,image,0.14495486154772858
14,photo,0.14226774737813297
14,real,0.1326075740241337
14,re,0.1304213575699787
14,us,0.12435312056661005
14,but,0.11519213337648225
14,nortes_me,0.10391628079391116
15,women,0.10134905559182668
15,race,0.08571971630681612
15,madrid,0.05379378308827246
15,000,0.050113575819091254
15,cancer,0.04617080448322259
15,32,0.04401994775300328
15,pink,0.04149104515653669
15,central,0.036596600444462904
15,sunday,0.03634480351657972
15,the,0.03611032068225124
16,trafficking,0.1750016991289536
16,lifeguard,0.17366186771853775
16,migrant,0.17366186771853775
16,salvini,0.17366186771853775
16,testifying,0.17366186771853775
16,investigated,0.17285029998480356
16,bench,0.16988660972465647
16,went,0.16181449652177007
16,being,0.13533686593076025
16,against,0.13356771583070579
17,cider,0.17482775304334464
17,liters,0.08918748358891337
17,dop,0.08719444657277893
17,guardia,0.0836209432139435
17,regulations,0.08283472424413997
17,civil,0.08235663476474007
17,40,0.08070164462831585
17,immobilizes,0.08000514165545526
17,fraud,0.08000514165545526
17,due,0.06879728809558949
18,itzulia2023,0.08306178254180735
18,landa,0.06628661286506783
18,vingegaard,0.061094282963887685
18,la,0.05905628198046438
18,asturiana,0.05862117169848666
18,stage,0.05832936976128597
18,santurtzi,0.055778165539517796
18,climb,0.046968604874821816
18,km,0.03937282273377726
18,the,0.03787198248590295
19,valverde,0.12540935393843947
19,baena,0.1111963402494383
