Topic,Words,Frequency,Timestamp
49,"telegram, channel, encuentrogaymty, group, private",13,2023-04-30
50,"oatmeal, oat, 3srjutkh43, plis, teddy",6,2023-04-30
51,"he, him, his, coffee, some",14,2023-04-30
52,"jaxtmhw915, adkcgclu0s, 6lhbtztnol, kqq511kanl, g2w046vafl",11,2023-04-30
53,"out, get, daiqdlwj0j, ew0oldjc5y, sve75vd0ff",8,2023-04-30
54,"hooker, hookers, little, remil, her",17,2023-04-30
55,"tea, sees, osphxqrbxc, ix03ciayg2, hetknpfzlj",12,2023-04-30
56,"pancakes, dulce, de, leche, some",21,2023-04-30
57,"paddling, dulce, de, leche, toothpick",13,2023-04-30
58,"kitten, cat, kittens, catbabys, yr55r9sal2",9,2023-04-30
59,"tank, tanks, ayyñ, water, uploaded",15,2023-04-30
60,"as, really, say, cow, bad",6,2023-04-30
62,"birthday, lots, birthdayssss, nat, singing",4,2023-04-30
63,"white, whiter, color, rc9ba9pixa, scandinavians",8,2023-04-30
64,"lch9fbhopn, anlijpg9ds, l1t1zpjfc0, sunday, epl",3,2023-04-30
65,"teeth, baby, tooth, rw8gwbz0n1, pledis",6,2023-04-30
66,"tits, follow, ney6pzmkmi, setsi, stephencurry30",7,2023-04-30
67,"smoothie, banana, green, contest, xwaykj3zkh",8,2023-04-30
68,"strawberry, stnfabl9m8, ad7tujsrrn, pallet, pallets",4,2023-04-30
69,"spooning, dulce, retrograde, de, mercury",3,2023-04-30
70,"mood, pg, 6rigwwu3le, 3g81tgmx6f, bad",4,2023-04-30
71,"cookies, seductivesunday, badito, d1hivdnin2, butterbread",8,2023-04-30
72,"arroz, con, arrocito, leche, amp",8,2023-04-30
74,"coconut, slicing, brew, alv, craving",2,2023-04-30
75,"tortilla, potatoes, cream, knkwliwpff, 163kgunlcg",6,2023-04-30
76,"croissants, coffee, q8pasmh3kr, 5kgjkpacfh, bursts",7,2023-04-30
77,"twitter, tweet, tusydq1vnw, pwrd5to2bz, vyrorei",5,2023-04-30
78,"swallow, bark, marsupial, 9fbpwrrqhf, wztxzqowj3",4,2023-04-30
79,"daddy, fgcxie4jdb, y7nlnmjqb9, badge, rasin",5,2023-04-30
80,"bath, bathe, jjeeixark1, 5qh1z9gbju, 4ysvfzfx5n",7,2023-04-30
81,"oreo, oreos, cindor, submarine, nauseous",4,2023-04-30
82,"argentinian, argentina, dulce, de, leche",16,2023-04-30
83,"churros, churro, dulce, de, leche",7,2023-04-30
84,"much, sz35bxt7or, ofebad1ikc, 6nl39y8jd4, babbhxutk8",7,2023-04-30
85,"mgaj52ei5g, wu1mwbxwbm, aksksksjs, jsjsjsjsjsjsjs, jakajs",3,2023-04-30
86,"milkshake, strawberry, ozzy, majesty, burger",8,2023-04-30
87,"breakfast, umye3dzzgh, 6zesal2ext, ak1ydwazt4, 9myqakov7p",6,2023-04-30
88,"lpm, bad, jskajhd, rainting, lpmmm",7,2023-04-30
89,"smell, smells, whiskey, ñarro, rakataca",4,2023-04-30
90,"rt, docwhruuix, dv4o91sccr, ocg2k2mmnt, iweazffuvg",6,2023-04-30
91,"sirens, d9xgslwudy, fn02dwwr9h, sirennnnss, repaint",3,2023-04-30
92,"soy, 3333, mortadella, cam, inflamed",4,2023-04-30
93,"delicious, jhv4g0jqnk, 8v33tlwzdg, gf04voeyqi, n4qxamtmie",5,2023-04-30
94,"bb, wherever, kisses, mommy, favorite",7,2023-04-30
96,"sleep, go, glass, bed, djjh12cbss",7,2023-04-30
97,"bread, ohfwjwc2uy, sfnngy3urm, 43qzkf66zp, jsjss",3,2023-04-30
98,"eggs, zdscgsl2lv, 0heg9a432j, mugaozf37o, pa7xzf3qga",5,2023-04-30
99,"yogurt, tickle, solely, tiktoks, cambur",2,2023-04-30
100,"butter, toast, bread, porn, mate",2,2023-04-30
102,"cold, preservatives, gazpacho, cyz3tz5knw, club",3,2023-04-30
103,"kill, myself, pudding, rice, want",2,2023-04-30
104,"drink, ezz9ol2axr, whole, rumba, depression",5,2023-04-30
105,"his, kiss, her, oenyfuqey4, tofy",5,2023-04-30
106,"spilled, over, cry, crying, fez2rfuyrt",3,2023-04-30
107,"drink, entf8wqg2m, dmfvydgfyh, 2frzozfaxs, leannn",5,2023-04-30
108,"hxqvpknfi8, rico, specialties, clients, stopping",1,2023-04-30
109,"que, uoh, usted, tomh1mahvf, mamacita",5,2023-04-30
110,"quique, dog, had, told, remember",9,2023-04-30
111,"lick, qvvckjjlwr, fgfjxrgi3b, soumise, frenchiescocks",3,2023-04-30
112,"frother, machine, mini, t5syiy0ryv, mllpvtpqsc",2,2023-04-30
113,"hot, hgv1nczw3q, pyhbnnnei7, jiy28azs4r, fiery",4,2023-04-30
114,"movie, damon, plot, book, woodsboro",5,2023-04-30
115,"krispie, butter, treats, hix9i9mees, u4owlooraq",2,2023-04-30
116,"j9f3hmodgk, lecche, dame, boot, giblets",1,2023-04-30
118,"tiger, nf2aqb2ejc, 32jsrqwmd8, 68loumnz93, canchita",3,2023-04-30
119,"cuckold, hotwife, eglvgbanvj, fheklgtrry, nxfq3je3yd",4,2023-04-30
120,"açaí, peach, passion, fruit, banana",2,2023-04-30
121,"cappuccino, acr9nvltx1, nspmu9u4e8, sweetner, jyeajxg1ou",3,2023-04-30
122,"shaken, practice, national, remember, well",1,2023-04-30
123,"poop, gbplcq7wsy, butler, resolved, ankle",2,2023-04-30
124,"banana, tempest, bananas, 230430, ueloq5wtsb",5,2023-04-30
-1,"https, co, the, and, milk",1850,2023-05-01
0,"farmers, puleva, of, the, in",140,2023-05-01
1,"coffee, with, milk, sugar, drink",117,2023-05-01
2,"pudding, rice, made, mom, grandmother",162,2023-05-01
3,"healthy, lifestyle, diet, eating, health",53,2023-05-01
4,"bad, what, people, have, milk",65,2023-05-01
5,"hit, car, head, crashed, hitting",54,2023-05-01
6,"bad, they, soccer, goal, the",35,2023-05-01
7,"latte, matcha, order, ordered, croissants",38,2023-05-01
8,"breast, breastfeeding, donate, herrerayflia, donation",16,2023-05-01
9,"asturian, asturiana, sentydoart, turista, asturias",22,2023-05-01
10,"penalty, beaten, vanderlei, luxemburg, brazilian",25,2023-05-01
11,"gay, cum, akeno, sex, rt",37,2023-05-01
12,"beat, beats, nothing, up, kkkkkk",37,2023-05-01
13,"lactose, free, intolerant, stomach, drink",33,2023-05-01
14,"chocolate, fresh, vanilla, white, choco",24,2023-05-01
15,"cereal, cereals, first, comes, before",36,2023-05-01
16,"almond, milk, tastes, is, ncqlprwwl6",26,2023-05-01
17,"cock, dick, suck, my, want",42,2023-05-01
18,"video, videos, rt, onlyfans, full",25,2023-05-01
19,"pump, pumping, pumped, my, pumps",28,2023-05-01
20,"milkshake, milkshakes, having, chocolate, jr75mwp1kz",33,2023-05-01
21,"people, bad, sincere, person, rude",21,2023-05-01
22,"he, him, his, milk, wants",23,2023-05-01
23,"condensed, strawberries, 9skgqdazax, maraplus, unadelicia",16,2023-05-01
24,"wants, want, kieroo, vy4ojy4ia2, cxzgc9rv5l",17,2023-05-01
25,"cockroach, rule, science, option, scientists",24,2023-05-01
26,"shaken, shake, unnoticed, shaking, up",31,2023-05-01
27,"physical, change, jmbuhlkhqi, 24h, pim",17,2023-05-01
28,"shake, protein, lose, weight, lid",19,2023-05-01
29,"cows, cow, pigs, calcium, muuuu",16,2023-05-01
30,"dulce, de, leche, diff, wsxch1uwof",20,2023-05-01
31,"painted, as, cow, bad, is",10,2023-05-01
32,"baby, scares, breastfeeding, mom, children",16,2023-05-01
33,"mala, leche, revolucióndelainteligencia, itx9un4fwx, revolucionindustrial",9,2023-05-01
34,"ass, fill, filled, ouk6w2j9ua, tqicpjuucd",13,2023-05-01
35,"brothers, sisters, sister, brother, zoya",16,2023-05-01
36,"leche, nude, causantes, 8bj8defljw, 0x7mdqpza4",15,2023-05-01
37,"her, she, hm9hwkiwd8, putineja, angelique",16,2023-05-01
38,"ice, cream, dulce, de, leche",14,2023-05-01
39,"dulce, de, leche, co, https",160,2023-05-01
40,"tablet, kg, amazon, chocolate, unit",14,2023-05-01
41,"physical, change, mental, may, proud",9,2023-05-01
42,"record, broken, broke, records, music",18,2023-05-01
43,"rich, how, ass, mature, paletero",13,2023-05-01
44,"cake, cakes, dulce, fried, de",19,2023-05-01
45,"con, café, cafe, leche, munf",13,2023-05-01
46,"face, yoydpu5o7s, 6roslkipo2, carolin75944878, 2d6fwyrp4b",7,2023-05-01
47,"fill, filled, wnamjoa2wb, zceowmx5xw, ev0zvnt3mr",11,2023-05-01
48,"powdered, bouquet, klim, powders, princess",11,2023-05-01
49,"telegram, channel, encuentrogaymty, group, content",15,2023-05-01
50,"oat, oatmeal, oats, atole, t1mrqqeycl",10,2023-05-01
51,"he, shipping, him, kept, his",13,2023-05-01
52,"box, wyf0esj51n, e56qudetmn, xenobladechronicles3, 9ncaxwbwvd",12,2023-05-01
53,"out, get, come, my, 3vgbuf32pr",20,2023-05-01
54,"hooker, hookers, her, all, little",16,2023-05-01
55,"tea, sgfqf8qkjo, etc, teas, autumn",3,2023-05-01
56,"pancakes, dulce, de, leche, make",17,2023-05-01
57,"paddling, paddle, dulce, de, leche",25,2023-05-01
58,"kitten, kittens, cat, mother, castrate",9,2023-05-01
59,"tank, tanks, water, hot, 9099bvlnst",9,2023-05-01
60,"as, really, say, cow, bad",7,2023-05-01
61,"pasteurized, 59guynugfi, skimmed, values, calories",1,2023-05-01
62,"birthday, lots, sing, your, on",12,2023-05-01
63,"white, t8p6vnyy6c, m2f84wvf1z, color, whiter",5,2023-05-01
64,"mxs5hn0n5w, 0t7emyec2n, fbp99cqwgx, najle6weby, ruv1qekuyn",5,2023-05-01
65,"teeth, baby, tooth, fairy, pl3yni5tit",13,2023-05-01
66,"tits, fill, them, 23e5dxknoe, ovpklhtnno",8,2023-05-01
67,"smoothie, banana, spinach, bananas, jwhin6uokl",8,2023-05-01
68,"strawberry, nmm, juice, 6t6ewvvxga, ln8dy0bsz7",9,2023-05-01
69,"jar, dulce, de, spoon, leche",6,2023-05-01
70,"mood, bad, kn50j2xexf, u6pxgfv5ax, nt3qtwwwsf",8,2023-05-01
71,"cookies, uyn4t9fxzd, ygs2y1bacl, snodlc0log, anhoy",6,2023-05-01
72,"arroz, con, leche, hnq3v5a3nk, poema",7,2023-05-01
74,"coconut, 750ml, gqv5y5mrh3, bebidavegetaldecoco, lechedecoco",6,2023-05-01
75,"tomato, chicken, avocado, fancy, cheese",12,2023-05-01
76,"croissants, jyq, coffee, 200pe, porfi",6,2023-05-01
77,"tweet, sextuiters, icygn9dlpe, fyq1trhoyg, twitter",4,2023-05-01
78,"swallow, swallowed, i282zdepmk, tewyhe1mwo, 4n7srs6e3t",7,2023-05-01
79,"daddy, xqh5bgxrqa, b3f6jwilrk, ysa7m3ffpm, nzvlpaz6pe",8,2023-05-01
80,"bathed, bath, bathe, bdooa1kgu2, vshzmyrb4n",6,2023-05-01
81,"oreo, oreos, bik6jmox8w, restarts, lmao",4,2023-05-01
82,"argentinian, argentina, dulce, de, leche",17,2023-05-01
83,"churros, dulce, de, leche, churro",13,2023-05-01
84,"much, qadobhcuab, tp17drdp2d, xhbvwn8ah7, lrn7ehpmth",8,2023-05-01
85,"jajerake, alcotest, jahapake, ajajjajajaja, 4jgxdabvqr",3,2023-05-01
86,"strawberry, milkshake, jh5zyvdnmh, threw, penguin",7,2023-05-01
87,"ntomqt9bmg, 3ktz5unx8q, breakfast, blond, juice",2,2023-05-01
88,"lpm, lrpm, gala, bad, what",4,2023-05-01
89,"smell, smells, cuescos, ewojgcr2yx, ewy3agw7jq",4,2023-05-01
90,"rt, tw1zkdl9s6, ue6ybvjh60, poto, choosing",2,2023-05-01
91,"sirens, artedigital, art, j1wiwbnabd, jwmarriotthk",3,2023-05-01
92,"soy, dtxvkwvoau, peoe0o2sqn, spwoc7knjm, h7qy21uhpt",8,2023-05-01
93,"460ujyqh9u, delicious, much, so, how",1,2023-05-01
95,"rrwhh5o9lf, pecorino, 0in9xpetyd, 1demayo, pasto",2,2023-05-01
96,"c8zlqlizjp, ozdi5ofl9i, yww74gignn, hyunlix, glass",3,2023-05-01
97,"bread, vwf6d6dj2d, pim8c8bas8, uhkawou5um, mxt9ie9rvo",7,2023-05-01
98,"eggs, loaded, lots, bolinhos, hocfygwcxq",5,2023-05-01
99,"yogurt, 68oexwd6h2, g0tlqwdlvs, wills, destacada",3,2023-05-01
102,"cold, xve6vlqrky, sz35ltlvhi, bingchuan_xian_yu_huang, rs3zog5sci",4,2023-05-01
103,"kill, myself, pudding, rice, want",14,2023-05-01
104,"gorreable, kosako, pickles, mms, loko",5,2023-05-01
105,"he, his, nipples, pair, hands",6,2023-05-01
106,"spilled, cry, over, crying, mikaelson",5,2023-05-01
107,"drink, dxupqkqilo, q9ofgjhij4, esrspj0qdj, utterxptig",5,2023-05-01
108,"rico, ricotta, u0aodcu530, vatv3jp0dx, 5m6po8pybp",6,2023-05-01
109,"wnnmwjzme6, si, queres, aca, en",9,2023-05-01
110,"oli, realized, pon3mx96k4, stockist, lpl08rilns",6,2023-05-01
111,"lick, lgb4ho4xap, lescure, n8k3c7sg7h, yy6hmebvw9",7,2023-05-01
112,"frother, automatic, amazon, 3200, philips",19,2023-05-01
113,"hot, rwwhkogtyb, ao5nwwunac, s4hhymjfhe, pics",4,2023-05-01
114,"movie, plot, marketing, bhqorsagb8, ms5itwllpo",8,2023-05-01
115,"amatk9nrd0, panelinha, ritalobo, bolo, nada",1,2023-05-01
117,"expired, bought, gallon, effective, ptm",5,2023-05-01
118,"tiger, jm, laura, masterchef, mexican",7,2023-05-01
119,"cuckold, bull, trolla, infielgay, uczh8jbcec",2,2023-05-01
120,"açaí, acai, smoothie, counts, posting",4,2023-05-01
121,"cappuccino, vur3p5ydou, mnjqrdk7uz, capuchin, mariatxil",4,2023-05-01
122,"shaken, shaked, rrrr, restarts, coffee",3,2023-05-01
123,"poop, nzftpar3ws, qqnr1hfp1f, joeh, avatarthewayofwater",6,2023-05-01
124,"banana, mbvyker98p, xeou4tfgpu, hha8qfr0e1, a9si2lazrn",4,2023-05-01
-1,"and, milk, the, https, co",1883,2023-05-02
0,"farmers, andalusian, puleva, away, throw",304,2023-05-02
1,"coffee, with, milk, drink, and",139,2023-05-02
2,"rice, pudding, made, eat, mom",84,2023-05-02
3,"healthy, lifestyle, diet, life, eating",102,2023-05-02
4,"bad, people, what, milk, have",70,2023-05-02
5,"hit, car, crashed, head, should",78,2023-05-02
6,"bad, madrid, conmebol, team, teams",58,2023-05-02
7,"latte, cold, matcha, make, and",58,2023-05-02
8,"breast, breastfeeding, donation, human, babies",13,2023-05-02
9,"asturian, asturias, asturiana, the, of",48,2023-05-02
10,"penalty, beaten, brazil, cruzeiro, hit",23,2023-05-02
11,"gay, cumtribute, cum, cocktribute, cumslut",37,2023-05-02
12,"beat, beats, nothing, up, beaten",38,2023-05-02
13,"lactose, free, intolerant, inflamed, bloated",33,2023-05-02
14,"chocolate, fresh, vanilla, dark, milk",37,2023-05-02
15,"cereal, cereals, first, filled, then",45,2023-05-02
16,"almond, milk, heb, thinking, about",34,2023-05-02
17,"cock, dick, suck, your, my",33,2023-05-02
18,"video, videos, rt, my, full",28,2023-05-02
19,"pump, pumping, pumped, my, someone",23,2023-05-02
20,"milkshake, nn, make, rkpju9904g, mrnvyrfb8m",21,2023-05-02
21,"people, bad, person, mean, be",30,2023-05-02
22,"he, him, his, himself, doesn",23,2023-05-02
23,"condensed, strawberries, natulac, variation, prepare",20,2023-05-02
24,"wants, want, who, give, https",24,2023-05-02
25,"cockroach, rule, scientists, joking, feed",5,2023-05-02
26,"shaken, shake, unnoticed, pothead, metgala",25,2023-05-02
27,"physical, change, vito, his, mark",25,2023-05-02
28,"shake, protein, sanon, gym, weight",18,2023-05-02
29,"cow, cows, calves, physiology, jflafaurie",21,2023-05-02
30,"dulce, de, leche, bon, thing",23,2023-05-02
31,"painted, as, cow, bad, o0md5jep5a",14,2023-05-02
32,"baby, breast, mother, moms, mommy",23,2023-05-02
33,"mala, leche, generation, by, son",16,2023-05-02
34,"ass, fill, want, my, your",18,2023-05-02
35,"brother, brothers, sisters, sister, sword",12,2023-05-02
36,"kelloggs, leche, tres, submissive, rakkun",14,2023-05-02
37,"her, she, qxgm1o8eah, dwqjcg3pjc, m1fzu0wcfo",20,2023-05-02
38,"ice, cream, dulce, de, leche",13,2023-05-02
39,"dulce, de, leche, gqfkgzmmjo, tuhxu7cxts",13,2023-05-02
40,"oreo, milka, tablet, amazon, lindt",13,2023-05-02
41,"change, physical, gym, discipline, proud",16,2023-05-02
42,"record, broken, broke, crlbvt4frg, kaksks",11,2023-05-02
43,"rich, ass, how, psbuk6cmsv, 14pq60wzze",10,2023-05-02
44,"cake, fried, dulce, cakes, de",10,2023-05-02
45,"con, café, cafe, leche, versailles",15,2023-05-02
46,"face, guke2wtjov, ca1zuyopjk, hgexdg1xld, zmvjqfb3lg",7,2023-05-02
47,"fill, 7obt7vrikl, 6fxv1prjre, s8wveh1nra, o7acgrdnqe",9,2023-05-02
48,"powdered, nx3kjh0p3u, entrepreneurial, implies, existence",5,2023-05-02
49,"telegram, content, encuentrogaymty, group, subscribe",8,2023-05-02
50,"oat, oatmeal, oats, proportional, overnight",13,2023-05-02
51,"he, restart, him, qixnc8sgao, ogbgsayica",5,2023-05-02
52,"euwkn82xjj, s3ttrrwb9y, cbskekjqhy, by8xtfirav, p9yvmjlefz",20,2023-05-02
53,"out, get, x0b5ibo1un, vjc7whntck, easkyl9orb",13,2023-05-02
54,"hooker, hookers, her, ass, little",20,2023-05-02
55,"tea, teapot, tonc, pwiwt3gwqg, rregpqmgpp",9,2023-05-02
56,"pancakes, dulce, de, leche, icigcaxseb",9,2023-05-02
57,"paddling, dulce, de, leche, in",14,2023-05-02
58,"cat, cats, kitten, plates, uibppphkde",9,2023-05-02
59,"tank, tanks, yd1rpw8fri, bggd1g3tou, frodists",9,2023-05-02
60,"as, really, say, cow, bad",12,2023-05-02
62,"birthday, lots, your, on, lot",12,2023-05-02
63,"white, flat, whiter, ky9a2jrkgp, hhsuq5klxk",5,2023-05-02
64,"morning, wake, week, good, nplffzjv0w",11,2023-05-02
65,"teeth, tooth, baby, 0odkxrm87s, konchetumare",5,2023-05-02
66,"tits, ulikqkf1wj, r6s8tgdnrf, hjhqcas1ec, pmsnzpemo4",11,2023-05-02
67,"smoothie, frittata, green, spinach, 5zwgspm6es",6,2023-05-02
68,"strawberry, juice, fresh, 3ubwyjku2d, parcheesi",13,2023-05-02
69,"dulce, de, spoonful, spoons, leche",8,2023-05-02
70,"mood, bad, brooms, pythons, what",12,2023-05-02
71,"cookies, prince, dip, carrying, bring",11,2023-05-02
72,"arroz, con, ohmy, imso, aajkafhrqp",5,2023-05-02
73,"votes, payo, sugarwith, 9nloxs4gtn, 8wysld1pjk",2,2023-05-02
74,"coconut, orupfirdim, up0w5n0qoi, sidecut, xwtkxiemhc",8,2023-05-02
75,"10, escalope, mignon, chicken, cheese",7,2023-05-02
76,"croissants, urgenteeeeee, coffee, croissant, jyq",5,2023-05-02
77,"tweet, twitter, g2bfxxcnzk, kce7v81voa, maqo1ppuwd",4,2023-05-02
78,"swallow, j628hozcqn, ox6bqww3kz, 8xghvoxb6y, oiihknvgv3",9,2023-05-02
79,"daddy, trusted, twzx0i5yuw, mm4wrp2ox4, x2xmyycn4d",8,2023-05-02
80,"bath, bathe, shower, bathed, gel",11,2023-05-02
81,"oreo, milkshake, kinder, paradise, make",5,2023-05-02
82,"argentinian, argentina, dulce, de, leche",7,2023-05-02
83,"churros, xlphqw6txl, indulgence, dulce, de",3,2023-05-02
84,"much, perclato, pvpk6dns5w, ov8brdt1uu, yuim7b09bq",7,2023-05-02
85,"jasklakdf, poopmaxxeo, kkwkdkwjdjqjs, xg6ctihspq, jsksksk",5,2023-05-02
86,"milkshake, parchita, strawberry, oops, heaven",2,2023-05-02
87,"breakfast, for, l4jndg0xcc, ojarz9brph, zorrasincerebr0",16,2023-05-02
88,"lpm, mines, choose, incredible, bad",2,2023-05-02
89,"smell, smells, jzna4snjst, zn8z4ltuby, ebtmzuk2sx",9,2023-05-02
90,"rt, if, content, give, x3flrylm2v",9,2023-05-02
91,"sirens, drink, from, leche, the",1,2023-05-02
92,"soy, 1zdaxmd3h6, bought, heroin, swore",7,2023-05-02
93,"delicious, viwpxjp36g, mp7v2zwkws, ns7l9xmbtx, 08wu5hwqkz",9,2023-05-02
94,"bb, kisses, mommy, favorite, wherever",6,2023-05-02
95,"cheese, silo, sheep, oaxaca, rey",3,2023-05-02
96,"tubby, 3fobxwgobu, lauraaloopezz, glass, leaving",3,2023-05-02
97,"bread, jgzj1tee6e, 6sd7paz3eg, n4thy, p3lu",5,2023-05-02
98,"eggs, egg, 5fr6x885i2, lbhwlce8ro, mariamoranh6",6,2023-05-02
99,"fits, yogurt, matter, vegan, anyway",1,2023-05-02
100,"butter, bread, bdl7tcg2bs, dulce, de",5,2023-05-02
101,"marcos, harassed, betis, julieta, ajsjjd",5,2023-05-02
102,"glass, cold, akali, luchitocab1905, newellsiempre",22,2023-05-02
103,"kill, myself, pudding, rice, want",20,2023-05-02
104,"whole, courage, further, calf, drink",4,2023-05-02
105,"3f9ntu3zpn, leftovers, nipple, cleaned, loud",1,2023-05-02
106,"spilled, cry, over, crying, bksh6mrdru",4,2023-05-02
107,"drink, jvapicbhxu, 2fjs0t3iin, ezxqpgammt, hqz5p5skfe",4,2023-05-02
108,"rico, mmmm, 9wwaiknnle, cuernoshot, galito",5,2023-05-02
109,"ix7vb1eruo, 6epj7s3j9f, tragarse, asi, disponible",1,2023-05-02
110,"athayde, grandmother, oligarch, impressionable, mealtime",5,2023-05-02
111,"lick, licks, feet, feetfethish, sbnndoyktc",7,2023-05-02
112,"frother, automatic, cecotec, machine, maker",8,2023-05-02
113,"c6wahgmb4v, _imme15, clubpitochicomx, hot, comes",1,2023-05-02
114,"movie, reactions, beaten, amazing, cazale",6,2023-05-02
117,"expired, tasted, expire, iu, refrigerator",2,2023-05-02
118,"tiger, andrea, twice, costs, half",2,2023-05-02
119,"cuckold, apizaco, wife, rxikreskbz, rikas",3,2023-05-02
120,"açaí, shaken, passion, granola, fruit",10,2023-05-02
121,"cappuccino, capuccino, p1eme6mbj9, princi, quillabamba",4,2023-05-02
122,"shaken, navfauo5ze, shake, coffee, abcdesevilla",5,2023-05-02
123,"c9d3c7h0g6, poop, pooped, ridiculous, pull",2,2023-05-02
124,"banana, pjdsrpyqww, jl8joknpou, yfs5qn9l9x, bananas",5,2023-05-02
-1,"the, milk, and, to, co",2006,2023-05-03
0,"farmers, away, puleva, price, of",319,2023-05-03
1,"coffee, with, milk, sugar, morning",159,2023-05-03
2,"pudding, rice, kill, want, myself",107,2023-05-03
3,"healthy, lifestyle, diet, eating, life",106,2023-05-03
4,"bad, people, what, are, have",76,2023-05-03
5,"hit, should, have, more, car",106,2023-05-03
6,"melo, felipe, bad, player, boca",121,2023-05-03
7,"latte, matcha, myself, croissants, made",71,2023-05-03
8,"breast, babies, donation, human, breastfeeding",22,2023-05-03
9,"asturian, asturiana, asturias, dxtasturiano, the",43,2023-05-03
10,"team, fluminense, penalty, beaten, palmeiras",48,2023-05-03
11,"cumtribute, gay, cum, rt, nsfw",42,2023-05-03
12,"beat, beats, nothing, beaten, up",38,2023-05-03
13,"lactose, free, intolerant, whole, drink",41,2023-05-03
14,"chocolate, fresh, vanilla, milk, craving",40,2023-05-03
15,"cereal, cereals, first, then, soaked",40,2023-05-03
16,"almond, soy, almonds, milk, coffee",45,2023-05-03
17,"cock, dick, my, suck, until",26,2023-05-03
18,"video, videos, rt, see, my",25,2023-05-03
19,"pump, pumping, pumped, who, lcsp71wwdx",18,2023-05-03
20,"milkshake, want, smothie, gallio, xbc3ufoybu",27,2023-05-03
21,"people, bad, are, person, envious",28,2023-05-03
22,"he, his, him, honest, man",23,2023-05-03
23,"condensed, natulac, eat, cheese, strawberries",21,2023-05-03
24,"wants, want, vlhpjxcxbm, 6annmwzktt, egofhrepzc",12,2023-05-03
26,"shaken, unnoticed, shake, doja, be",24,2023-05-03
27,"physical, change, chicharito, radical, his",24,2023-05-03
28,"shake, protein, herbalife, weight, shakes",30,2023-05-03
29,"cow, cows, fedegan, jflafaurie, calcium",14,2023-05-03
30,"dulce, de, leche, mxjvq7chcp, 5ztp6voz5k",14,2023-05-03
31,"painted, as, cow, bad, is",25,2023-05-03
32,"father, mom, mother, baby, she",13,2023-05-03
33,"mala, melo, felipe, leche, bitch",52,2023-05-03
34,"ass, fill, your, butt, my",19,2023-05-03
35,"brothers, sisters, brother, sister, mikecrackyt",16,2023-05-03
36,"leche, coapa, cdmxsur, taxqueña, xochimilco",11,2023-05-03
37,"her, she, m1geqkigzk, zyvklwl0bg, zwhzaqlxev",15,2023-05-03
38,"ice, cream, dulce, de, leche",11,2023-05-03
39,"dulce, de, leche, prp3ytcxmv, ceuvdig7gf",8,2023-05-03
40,"capsules, lindt, skin, hydrated, offer",13,2023-05-03
41,"physical, change, alv, gym, notice",10,2023-05-03
42,"record, broken, broke, ve, today",20,2023-05-03
43,"rich, how, ass, his, male",14,2023-05-03
44,"cake, dulce, de, leche, fried",10,2023-05-03
45,"con, café, cafe, leche, arequipa",12,2023-05-03
46,"face, mouth, fill, look, piroposdealbañil",15,2023-05-03
47,"fill, filled, with, filling, me",22,2023-05-03
48,"powdered, sugar, klim, biwvfh5gwz, betsydazvelzqu2",18,2023-05-03
49,"telegram, channel, group, video, subscribe",16,2023-05-03
50,"oat, oatmeal, oats, ycipofbkxd, asomgw5bdg",13,2023-05-03
51,"he, sx3oq0d5vk, terex, yxemb0fnyr, pastaflora",5,2023-05-03
52,"chenoaenot2023, qjl8wfvaos, 4wxphz8tuv, ntzbhguiwp, gestmusic",8,2023-05-03
53,"out, coming, g5gxrxjfre, qmzh8npcua, ijm9loxd7v",10,2023-05-03
54,"hooker, hookers, ass, your, little",14,2023-05-03
55,"tea, ecn51s4edx, nijo, liveblog, 9s50nn3z7l",12,2023-05-03
56,"pancakes, dulce, de, leche, pancake",12,2023-05-03
57,"paddling, dulce, paddle, de, rowing",11,2023-05-03
58,"kitten, cat, cats, kittens, apartment",11,2023-05-03
59,"tank, tanks, water, o6mnxy6wlw, 0m8bmzsksv",10,2023-05-03
60,"as, really, say, cow, bad",10,2023-05-03
61,"semi, cfp6fuznr1, skimmed, values, calories",1,2023-05-03
62,"birthday, lots, your, fiwz3iraa2, usllqkvo9z",9,2023-05-03
63,"white, whiter, d8akv1f1hx, zictlrnx0l, jihgmfw5px",6,2023-05-03
64,"morning, good, wake, ezugnfcrhc, ikggkp6dzi",11,2023-05-03
65,"teeth, baby, tooth, kailey, levy",15,2023-05-03
66,"tits, 483mmiji5w, wxdirqo2vo, locpkwu69n, slpmhsvqur",7,2023-05-03
67,"smoothie, banana, green, carrot, fruit",15,2023-05-03
68,"strawberry, juice, wnnqduclph, 230503, 8y5emwdhlx",8,2023-05-03
69,"dulce, de, leche, spoonful, jar",10,2023-05-03
70,"mood, 8xmqv27ivs, arid, viceral, adjaclaire",5,2023-05-03
71,"cookies, cookie, bc3eq7bgph, webeo, 12czp7dbru",6,2023-05-03
72,"arroz, con, leche, making, onx7oaxlmo",14,2023-05-03
73,"alfajor, eliades, sbaraglini, e6q2ip1boj, demetrio",3,2023-05-03
74,"coconut, taro, lam, tea, neta",10,2023-05-03
75,"cheese, salad, guandules, cream, less",12,2023-05-03
76,"croissants, coffee, tomiiperottii, campana, croissant",5,2023-05-03
77,"tweet, twitter, tweets, dad, aged",9,2023-05-03
78,"swallow, swallowing, wigtnomn0z, ylaawzurwx, gzfvegcybx",10,2023-05-03
