Topic,Words,Frequency,Timestamp
19,"pump, pumping, pumped, my, someone",31,2023-04-13
20,"milkshake, milkshakes, robes, guineo, prote",37,2023-04-13
21,"people, bad, person, are, envious",23,2023-04-13
22,"he, him, his, peels, loves",31,2023-04-13
23,"condensed, strawberries, milk, thing, with",32,2023-04-13
24,"wants, want, give, https, co",24,2023-04-13
25,"cockroach, rule, scientists, joking, feed",35,2023-04-13
26,"shaken, sqjr9geu2h, xjzilrg4n3, tdhuwhazm6, dydsrr5dyl",4,2023-04-13
27,"physical, change, surprised, miguel, luis",23,2023-04-13
28,"shake, protein, prote, replacement, weight",27,2023-04-13
29,"cow, cows, calves, jflafaurie, fedegan",26,2023-04-13
30,"dulce, de, leche, may2u0u9bx, 2tqs532l1o",21,2023-04-13
31,"painted, as, cow, bad, is",16,2023-04-13
32,"boob, baby, father, mother, mom",17,2023-04-13
33,"mala, leche, espinoza, son, names",17,2023-04-13
34,"ass, fill, your, want, butt",21,2023-04-13
35,"brother, sisters, sister, brothers, mua",21,2023-04-13
36,"leche, la, en, dvgtoytdsv, epeutjgqkn",18,2023-04-13
37,"her, she, give, jdch5m8rqo, bozifp1ufl",18,2023-04-13
38,"ice, cream, dulce, de, leche",11,2023-04-13
39,"dulce, de, leche, 1ekn71u7um, pbuhxlcqub",5,2023-04-13
40,"amazon, shampoo, ml, hair, lindt",25,2023-04-13
41,"change, physical, mental, year, calistheniawith",10,2023-04-13
42,"record, broken, broke, nuclear, records",11,2023-04-13
43,"rich, how, richest, ass, dick",15,2023-04-13
44,"cake, fried, cakes, dulce, de",22,2023-04-13
45,"con, café, leche, cafe, cafecito",22,2023-04-13
46,"face, mouth, fill, your, qedp6k1iti",15,2023-04-13
47,"fill, 6mzjlbcaoj, si3eypbp4v, 5oe89imduk, q3udpcaumq",12,2023-04-13
48,"powdered, klim, sugar, powder, maedzcdzxk",18,2023-04-13
49,"telegram, channel, bcp, yape, available",9,2023-04-13
50,"oat, oatmeal, oats, boiling, xe6wwn8hn8",18,2023-04-13
51,"he, nods, him, coffee, his",18,2023-04-13
52,"jvmcle1eyn, pucón, r3vkbvvisc, 7cnf42dsuq, ypyd1ldvdu",18,2023-04-13
53,"get, out, wants, solesoledc, 0avsvm39tb",17,2023-04-13
54,"hooker, busty, she, flphe9s9kj, e2jqhgwwvn",6,2023-04-13
55,"tea, tapioca, taro, honey, 03ptiajblu",18,2023-04-13
56,"pancakes, dulce, de, leche, mates",21,2023-04-13
57,"paddling, paddle, dulce, de, leche",14,2023-04-13
58,"cat, kitten, cats, pepa, she",13,2023-04-13
59,"tank, tanks, vague, dsj7bxxubf, yy86lwviul",7,2023-04-13
60,"as, really, say, cow, bad",9,2023-04-13
62,"birthday, lots, your, on, sings",11,2023-04-13
63,"white, volkov, whiter, i1p0hdldgu, hyukjae",15,2023-04-13
64,"morning, aside, ltkmw5wrjx, crfqcopips, at4x4rwhsk",5,2023-04-13
65,"teeth, baby, tooth, dentist, ironic",18,2023-04-13
66,"tits, fill, nipples, 69poxkk5lc, lyfdxhqefc",12,2023-04-13
67,"smoothie, explosions, banana, awita, washington",6,2023-04-13
68,"strawberry, fresh, juice, strawberries, like",42,2023-04-13
69,"dulce, de, jar, leche, eat",10,2023-04-13
70,"mood, bad, maguire, what, mhkcr99uzw",13,2023-04-13
71,"cookies, cookie, breakfast, xkllg9rccr, wl4ico2yhn",11,2023-04-13
72,"arroz, con, leche, powerball, mom",12,2023-04-13
73,"excess, octagons, numbers, spread, sugar",1,2023-04-13
74,"coconut, entrenosotros, yzeroxaegd, qoio5qzwlb, deliciosoyfácildehacer",12,2023-04-13
75,"chives, shrimp, broth, skim, almonds",7,2023-04-13
76,"croissants, coffee, ehhhhh, 2040, depending",7,2023-04-13
77,"tweet, twitter, ud8z4sq4xj, agfee34rbc, slinczfz4t",10,2023-04-13
78,"swallow, mz1vtjtyip, kkzh5matmx, qzi6ec7wlw, xucadn6zgq",6,2023-04-13
79,"daddy, a9hycviubk, bekhnu2diu, xsd4afpqkk, lo0gwf0wdu",6,2023-04-13
80,"bathed, bath, bathe, nmqruepmgl, 9bqqewuk6r",7,2023-04-13
81,"oreo, oreos, chopeadas, sente, soak",6,2023-04-13
82,"argentinian, uruguayan, ffzz0ccldh, puchero, ydot2dl8bu",6,2023-04-13
83,"churros, churro, dulce, de, leche",8,2023-04-13
84,"enarm, much, how, 7rjp99fs32, alarmists",9,2023-04-13
85,"pj, independent, jdjdjs, g75rrgmhzf, haajajajajajja",11,2023-04-13
86,"strawberry, milkshake, stuffed, gazpachito, 2vzxl3qpwu",12,2023-04-13
87,"breakfast, f1xvtz0bay, 43bmaunxcf, mwtsxlyvgt, decjgbqzwb",8,2023-04-13
88,"lpm, bad, lptmd, kewsthc53s, bonk",7,2023-04-13
89,"smell, smells, penepe, snknlr2cy0, 2v5zzrwq8h",3,2023-04-13
90,"rt, yalfxzutqe, 8yfpaajttq, fcwc0rv5lw, 48dvdwfibm",5,2023-04-13
91,"siren, la, drink, leche, sirens",1,2023-04-13
92,"soy, based, drxkj9il9r, savetheanimals, tofu",8,2023-04-13
93,"delicious, igyssnlvcz, ss8c6xgtzn, tnqal4kbqu, vmwns6gyex",6,2023-04-13
94,"bb, kisses, wherever, mommy, sit",9,2023-04-13
95,"cheese, são, jorge, shape, filada",2,2023-04-13
96,"sleep, go, glass, c68i6gnrye, 7ygkmkqy9x",7,2023-04-13
97,"bread, lohje1vgqg, kl7kbq1hes, ld9dm2crrs, donaldtrump",5,2023-04-13
98,"eggs, parmakikes, 8dg7dcxceo, xycwv5epju, mw5y6aci2f",4,2023-04-13
99,"yogurt, p7jyggcq3c, efrm6a15ls, gkzykhfptt, somersaulting",6,2023-04-13
100,"toast, dulce, bread, butter, de",9,2023-04-13
101,"marcos, lamtinista, plutotv, oyfr9uxphh, gh22",3,2023-04-13
102,"cold, courage, ahq76jvbc2, 0fsx7inn5b, celsius",5,2023-04-13
103,"kill, myself, pudding, rice, want",23,2023-04-13
104,"whole, bergaaaa, forbade, drink, brave",5,2023-04-13
105,"his, he, mark, vouyerist, teyonah",4,2023-04-13
106,"spilled, cry, over, crying, kc",5,2023-04-13
107,"drink, hkpvmkshac, yfttsw097l, cftbdg1udg, ejfnwlouzy",4,2023-04-13
108,"rico, jwq6z3mzdv, vwhvifsch0, 3vmvefehlr, qftfmtx1lz",6,2023-04-13
109,"que, telo, mi, ix7vb1eruo, dio",5,2023-04-13
110,"grandfather, naguabona, regeton, knick, knacks",6,2023-04-13
111,"lick, dame, f4zcxl5ie2, seyoyibo6x, dwr4wjotcc",5,2023-04-13
112,"frother, machine, cappuccino, xes3jfhrhr, hwrjvi66s9",2,2023-04-13
113,"hot, actjoda, fcuukeile9, marcochoez8, angel951223",8,2023-04-13
114,"plot, lgbt, ending, beat, incredible",7,2023-04-13
117,"expired, expiration, offered, iuvia, jsajdjasjdsakja",6,2023-04-13
118,"tiger, unvkvd7pqn, freen, sipping, onions",3,2023-04-13
119,"cuckold, nzqsoa6qn7, unmqzvga1r, wife, esposa",2,2023-04-13
120,"açaí, whipped, açai, acai, ky1bdnt1jc",7,2023-04-13
121,"effectively, frapuccino, cappuccino, idea, anyway",2,2023-04-13
122,"shaken, coffee, shake, porfaaaaaa, ypvtqgklbe",7,2023-04-13
123,"poop, unsuista, riachuelo, pooping, sidewalk",1,2023-04-13
124,"banana, jas8kl6o3i, bananas, koreans, salads",5,2023-04-13
-1,"milk, and, the, to, co",1930,2023-04-14
0,"price, of, in, the, dairy",197,2023-04-14
1,"coffee, with, milk, drink, cold",185,2023-04-14
2,"rice, pudding, made, mom, my",134,2023-04-14
3,"healthy, lifestyle, eating, health, diet",84,2023-04-14
4,"bad, people, what, milk, have",87,2023-04-14
5,"hit, car, crashed, head, had",68,2023-04-14
6,"bad, team, he, is, the",51,2023-04-14
7,"latte, matcha, cold, rhodes, warm",83,2023-04-14
8,"breast, breastfeeding, mothers, babies, donation",28,2023-04-14
9,"asturian, asturias, asturiana, the, in",53,2023-04-14
10,"flamengo, penalty, beaten, asensio, palmeiras",39,2023-04-14
11,"cum, cumtribute, gay, horny, swinger",46,2023-04-14
12,"beat, nothing, beats, beaten, up",61,2023-04-14
13,"lactose, free, intolerant, stomach, whole",54,2023-04-14
14,"chocolate, fresh, vanilla, milk, fresco",68,2023-04-14
15,"cereal, first, cereals, then, comes",32,2023-04-14
16,"almond, milk, tastes, coffee, coconut",34,2023-04-14
17,"cock, dick, suck, cocks, my",38,2023-04-14
18,"video, videos, rt, upload, full",25,2023-04-14
19,"pump, pumping, my, pumped, who",21,2023-04-14
20,"milkshake, vanilla, chocolate, going, va9lhvvrcr",32,2023-04-14
21,"people, bad, person, away, be",21,2023-04-14
22,"he, him, his, manipulate, consume",22,2023-04-14
23,"condensed, wholesalers, lacomeroficial, strawberries, chedrauioficial",24,2023-04-14
24,"wants, want, give, 05yyevxyyw, sjq3zr8klz",19,2023-04-14
25,"cockroach, rule, scientists, joking, science",45,2023-04-14
26,"shaken, shake, unnoticed, crooks, fml",5,2023-04-14
27,"physical, change, vito, mark, keiko",34,2023-04-14
28,"shake, protein, karlos, arguiñano, helps",23,2023-04-14
29,"cow, cows, calcium, calves, buffalo",14,2023-04-14
30,"dulce, de, leche, lamascarauy, alljfdzm0a",14,2023-04-14
31,"painted, as, cow, bad, is",20,2023-04-14
32,"baby, breast, mom, mother, her",19,2023-04-14
33,"mala, leche, culiao, el, pocket",15,2023-04-14
34,"ass, fill, my, asses, ah",19,2023-04-14
35,"sisters, sister, brothers, hakajakajkajaksjaksjsks, d8hbp18rp7",11,2023-04-14
36,"leche, tabaxi, dnd, dndcharacter, nnu9wukpbo",19,2023-04-14
37,"her, she, u7yga2uwo6, hwasa, munpfq3ttl",16,2023-04-14
38,"ice, cream, dulce, de, leche",17,2023-04-14
39,"dulce, 38hfic3eah, podfmmzf4j, fkh0wwbkqx, fdsiuwlaqm",4,2023-04-14
40,"amazon, shampoo, lindt, ml, lindor",14,2023-04-14
41,"physical, change, castration, surgeries, when",14,2023-04-14
42,"record, broken, flamini, beatriz, broke",23,2023-04-14
43,"rich, how, ass, lkwgboshnh, oewgcqnp0v",11,2023-04-14
44,"cake, dulce, de, leche, cakes",17,2023-04-14
45,"con, café, cafe, leche, cafecito",21,2023-04-14
46,"face, mouth, cyu6bd93ye, wtz1iq8lkt, syyqj5jcz1",10,2023-04-14
47,"fill, filled, f3wlfzqkka, vegar, buzszxrars",9,2023-04-14
48,"powdered, powders, sugar, wmhdkanqpo, mirtazapine",12,2023-04-14
49,"telegram, channel, group, video, onlyfans",17,2023-04-14
50,"oat, oatmeal, oats, nihhgq9nhb, zaadzvi7pd",11,2023-04-14
51,"he, him, milkshake, his, aki",17,2023-04-14
52,"wicks, kcdgthbbw8, 2pinos, ujp48zmc8s, txapeldum",20,2023-04-14
53,"out, get, pdsiltazeb, nc81ukjln6, muscleasianfitx",13,2023-04-14
54,"hooker, hookers, plug, little, ass",12,2023-04-14
55,"tea, teapot, alexis, drank, cashew",20,2023-04-14
56,"pancakes, dulce, de, leche, mates",8,2023-04-14
57,"paddling, dulce, de, leche, paddle",12,2023-04-14
58,"cat, kittens, cats, kitten, gates",11,2023-04-14
59,"tank, tanks, water, 20fnxwwaud, vcr0hyxfar",9,2023-04-14
60,"as, really, say, cow, bad",14,2023-04-14
62,"birthday, lots, licha, tkfyxoykcm, lisandrmartinez",7,2023-04-14
63,"white, whiter, color, than, actress",14,2023-04-14
64,"morning, friday, r4dzv3wu30, 4hu42a7bhn, bwqzf5k7kq",8,2023-04-14
65,"teeth, baby, tooth, having, ironic",18,2023-04-14
66,"tits, those, fill, ncl2luoe34, 34rn4ysdgk",11,2023-04-14
67,"smoothie, green, banana, fruit, holk",9,2023-04-14
68,"strawberry, fresh, juice, hahahahahahaha, harvests",13,2023-04-14
69,"dulce, jar, de, spoonful, spoons",8,2023-04-14
70,"mood, lya5q7ggng, ysvqkwzb2a, bad, bro",7,2023-04-14
71,"cookies, cookie, kedj0ruedw, dulcesdisnery, mashmelo",6,2023-04-14
72,"arroz, con, leche, moms, q4cgmvipyp",9,2023-04-14
73,"octagons, sugar, labeling, products, sga0gvkazp",4,2023-04-14
74,"coconut, castaña, counterpoint, screenshots, peel",10,2023-04-14
75,"00, bubble, 368kcals, rosahahahahahahahahaha, julienned",4,2023-04-14
76,"croissants, croissant, coffee, with, foam",13,2023-04-14
77,"twitter, user, kspd865me9, 3a1ho1hu5o, tiburcio",3,2023-04-14
78,"swallow, kpyossojdc, agtp3lgcs2, nkwfw9ws8j, simnhomnle",5,2023-04-14
79,"daddy, yx4d498qx4, 5mox69n4ug, t3g2ttibfm, bihtro",6,2023-04-14
80,"bathe, bath, shower, bathed, lfknyura4p",9,2023-04-14
81,"oreo, oreos, 7skiogdvl2, uesikpjs2r, ns0gott5xq",10,2023-04-14
82,"argentinian, argentina, dulce, de, leche",12,2023-04-14
83,"churros, dulce, de, leche, 0gejcj1kuu",6,2023-04-14
84,"much, how, t3e4sufcco, px8xmvt6hk, ns0mcqajo2",14,2023-04-14
85,"wdptirnpl8, jajskajajsjajaj, jajskjakskajakaja, jxctye8t3x, jzjs",7,2023-04-14
86,"strawberry, milkshake, z5k8bficbr, fitfat, antistupid",6,2023-04-14
87,"breakfast, lz46at3yia, tg9r944pwg, imoedi7gwr, sauce",5,2023-04-14
88,"lpm, bad, hegemonic, lptm, much",8,2023-04-14
89,"smell, smells, smelling, like, wqymfgzlrx",11,2023-04-14
90,"rt, xm3gcfye66, bkksz3l3ex, sbo3utn8ei, ytiolblif2",8,2023-04-14
91,"sirens, drink, siren, vlmui6rjng, merzscpeou",4,2023-04-14
92,"soy, nwtuirac81, wl5dhywokc, nilfruits, bunjc68wol",9,2023-04-14
93,"delicious, fnldoczhqy, 4rdxzu9ugm, yukit070, epaee5fhgc",5,2023-04-14
94,"bb, kisses, wherever, 4s1nbx6fyg, mommy",7,2023-04-14
95,"cheese, payoyo, sheep, u8hppopaua, quesosdecadiz",3,2023-04-14
96,"sleep, glass, vi8zpaoedg, ll, damaged",3,2023-04-14
97,"bread, rcl4brinth, iiffzvofvh, x2bi30xjfh, jaksjs",4,2023-04-14
98,"eggs, loaded, ricotada, qbexevr5si, oriwgtagyo",7,2023-04-14
99,"yogurt, guilt, ljthannrmy, 3u29oxuqia, kce3q5qkwe",8,2023-04-14
100,"bread, dulce, de, leche, butter",6,2023-04-14
101,"marcos, marcosginocchio, won, cata, nacho",10,2023-04-14
102,"uuuuuuh, toy, mates, cold, hey",1,2023-04-14
103,"kill, myself, pudding, rice, want",10,2023-04-14
104,"whole, drink, dinners, sos, nation",6,2023-04-14
105,"his, her, she, he, albino",13,2023-04-14
106,"spilled, crying, over, use, no",1,2023-04-14
107,"drink, bgaqwhxbek, tabsl6ews0, vybi6c2ovi, 9eek547aid",6,2023-04-14
108,"rico, ndfyexjnzj, 6h0k6px58b, stmqbdsjew, accdsfn37s",5,2023-04-14
109,"quien, quiere, rawcnmr5lr, puromorbogay, 6dma4pgrns",3,2023-04-14
110,"notes, uncles, went, my, dad",6,2023-04-14
111,"chiale, 0vebtuk8qu, ofrs2ohced, lick, licks",2,2023-04-14
112,"sb03vapomm, 376, frother, appliances, automatic",1,2023-04-14
113,"hot, ely4bqlu8w, egynq3xtm0, tnzso2awgt, proportional",3,2023-04-14
114,"movie, criticize, universaltvbr, wvoxvzqsgz, y96mlitacd",7,2023-04-14
115,"mdlunjkkob, buttercream, horror, meringue, butter",1,2023-04-14
116,"dqch1jbdjr, lecche, dame, boot, giblets",1,2023-04-14
117,"03, bichilú, expired, expiration, birthday",1,2023-04-14
118,"tiger, vraakssxzf, wgr9kmhppe, chifles, bosses",4,2023-04-14
119,"cuckold, hotwife, invites, his, friend",17,2023-04-14
120,"açaí, esculacho, maior, arabica, bom",1,2023-04-14
121,"cappuccino, 7ozpoetphs, touch, equis, frothed",3,2023-04-14
122,"shaken, coffee, shake, mbeju, patience",5,2023-04-14
123,"poop, 6vcqcrjqny, uk7ck6ks7k, rafa_pons, e9h8jj9ybq",4,2023-04-14
124,"banana, pray, mixer, blender, boys",2,2023-04-14
-1,"milk, and, to, https, co",1694,2023-04-15
0,"in, of, the, price, production",138,2023-04-15
1,"coffee, with, milk, and, breakfast",141,2023-04-15
2,"pudding, rice, make, made, want",81,2023-04-15
3,"healthy, lifestyle, health, diet, eating",42,2023-04-15
4,"bad, what, can, milk, have",81,2023-04-15
5,"hit, car, crashed, head, should",55,2023-04-15
6,"bad, team, boca, player, he",57,2023-04-15
7,"latte, matcha, rhodes, james, order",59,2023-04-15
8,"breast, babies, cabueñes, mothers, facilities",22,2023-04-15
9,"asturian, asturias, podemos, fabada, list",36,2023-04-15
10,"penalty, beaten, hit, team, cano",40,2023-04-15
11,"gay, cum, verga, nsfw, rt",42,2023-04-15
12,"beat, nothing, getting, up, gets",51,2023-04-15
13,"lactose, free, intolerant, whole, drink",37,2023-04-15
14,"chocolate, fresh, nico, vanilla, 14",42,2023-04-15
15,"cereal, luchi, cereals, physics, first",24,2023-04-15
16,"almond, almonds, gluttony, peanut, tastes",24,2023-04-15
17,"cock, dick, suck, my, penis",24,2023-04-15
18,"video, videos, onlyfans, 9c5idq5ucx, rt",23,2023-04-15
19,"pump, pumping, pumped, my, who",28,2023-04-15
20,"milkshake, juzhe5ej4d, rfdg45whzh, kmx6msdxrj, hhfzpuoqlp",21,2023-04-15
21,"people, bad, person, how, are",26,2023-04-15
22,"ha, he, his, him, hahaha",17,2023-04-15
23,"condensed, strawberries, milk, with, diablooooo",26,2023-04-15
24,"wants, want, give, t6wao1ftmi, 09nzdjx0ln",16,2023-04-15
25,"cockroach, rule, scientists, joking, feed",23,2023-04-15
26,"shaken, uh0w9vke0k, botlane, pcczp037oo, hyli",4,2023-04-15
27,"physical, change, vito, mark, villanella",28,2023-04-15
28,"shake, protein, bajardepeso, balance, ftmtt2cxxm",16,2023-04-15
29,"calf, srswpeea4a, cow, vegetarian, b53aermhar",8,2023-04-15
30,"dulce, de, leche, granized, qekf5sltnl",17,2023-04-15
31,"painted, as, cow, bad, is",16,2023-04-15
32,"mother, mom, baby, boob, born",16,2023-04-15
33,"mala, leche, negro, ecuadorian, sudamericanosub17",24,2023-04-15
34,"ass, fill, my, want, little",26,2023-04-15
35,"brothers, sisters, brother, sister, 87fpwnzoyb",20,2023-04-15
36,"leche, bien, ohla, suqaqovkjm, d4nsh3qibr",14,2023-04-15
37,"her, she, megumi, give, romiee",21,2023-04-15
38,"ice, cream, dulce, de, leche",16,2023-04-15
40,"wafer, lindt, amazon, chocolate, gusto",16,2023-04-15
41,"change, physical, proud, wowwwww, essss",13,2023-04-15
42,"record, broken, sikorsky, records, ilsa",15,2023-04-15
43,"rich, how, richer, 78vikeukpi, ykadqx6ptm",13,2023-04-15
44,"cake, dulce, de, leche, cakes",13,2023-04-15
45,"con, café, cafe, leche, 91001",14,2023-04-15
46,"face, mouth, fill, your, my",17,2023-04-15
47,"fill, filled, with, auwkskxsnq, pijota",16,2023-04-15
48,"powdered, thousand, come, practical, reminded",7,2023-04-15
49,"telegram, channel, subscribe, group, tokens",11,2023-04-15
50,"oat, oatmeal, oats, lnguhtloqk, c9vsbgzmi8",14,2023-04-15
51,"he, him, his, yvbsivl6bc, 5scs5bnfg6",12,2023-04-15
52,"4hrlwrwcwi, dteam, oo34tiwwnz, 2udauawk3g, eeehhhh",8,2023-04-15
53,"out, get, qqnak9wpi6, ustful8jpn, onavruhs3n",10,2023-04-15
54,"hooker, hookers, wife, her, dogs",8,2023-04-15
55,"tea, w6fkliqald, beckyourangel, tifbmipcql, 6oh2xavdvk",8,2023-04-15
56,"pancakes, dulce, de, leche, mates",10,2023-04-15
57,"paddling, dulce, de, leche, rowing",8,2023-04-15
58,"cats, cat, kitten, kittens, oq2uif00tv",7,2023-04-15
59,"tank, tanks, water, knnqchbake, loophfoah6",10,2023-04-15
60,"as, really, say, cow, bad",16,2023-04-15
62,"birthday, lots, your, on, n9960hz6zk",9,2023-04-15
63,"white, whiter, actress, disney, than",9,2023-04-15
64,"saturday, morning, gava, ikgyqu3yrr, 99xafbpgp9",8,2023-04-15
65,"teeth, baby, m0efjsxa5v, 8metros3, s3scowkkmp",6,2023-04-15
66,"tits, sudpqnxwir, ojocmgts7c, zy0jiydo7e, m9giswrtd4",11,2023-04-15
67,"smoothie, cubes, mango, green, fruit",10,2023-04-15
68,"strawberry, fresh, strawberries, 2lbullrjl9, wjgzbuxg4w",11,2023-04-15
69,"7raafz1olh, rzjd68eec8, spoonful, f1, dulce",3,2023-04-15
70,"mood, bad, a8czlkaqag, lpw8gqdqhw, xx3a1k03mh",8,2023-04-15
71,"cookies, chips, zgxvmuettj, wom0najpc0, 9xozsg6tts",7,2023-04-15
72,"arroz, con, leche, 0ehx6irlze, asffff",8,2023-04-15
73,"sugar, 23zwkyzrtn, fzrfoi1qhx, lpmqlrmp, jam",3,2023-04-15
74,"coconut, 6hjxfgqjym, rvogphgjty, quericoooo, frap",6,2023-04-15
75,"salad, fries, meat, 4pewyw63sb, hcnwvkptuz",6,2023-04-15
76,"croissants, bariloche, forward, coffee, hours",2,2023-04-15
77,"twitter, tweets, rgtwqgdnst, ck84gzff3l, ie84you4qb",5,2023-04-15
78,"swallow, swallowing, gustavito, ud66tflcor, tqeqllm8ug",10,2023-04-15
79,"daddy, hluizf2jtn, aovztlqzvj, oyihzwkg1d, ar1atblba7",8,2023-04-15
80,"bathe, bath, shams, m1l1, fdeuws0thj",6,2023-04-15
81,"oreo, oreos, ñaño, lpdsitzx3n, claudia",6,2023-04-15
82,"argentinian, dulce, roast, de, argentines",9,2023-04-15
83,"churros, dulce, de, leche, friar",7,2023-04-15
84,"much, arehcpdlwn, eo1z43bjvf, rqb4gvno8v, monopolize",4,2023-04-15
85,"sdfon6zefm, haajajajhaj, jajjakakakakakakakakakakakakakaka, jasjsjs, ynznk4ljnn",7,2023-04-15
86,"strawberry, milkshake, overtaken, busting, hell",3,2023-04-15
87,"breakfast, oram4osjn0, vkdvleqtx7, lgicvqdqax, lryaflxkx9",6,2023-04-15
88,"lpm, bad, what, uvonmbrdly, richy",13,2023-04-15
89,"smell, rotten, hxhrlmr9cl, smells, play",5,2023-04-15
90,"rt, lcinexefhj, frig0jgwko, ef2eumrkrf, bf50z8ioop",4,2023-04-15
91,"sirens, cj7gdjdirm, dont, drink, from",3,2023-04-15
92,"soy, window, sad, bed, broken",3,2023-04-15
93,"adigb6guzm, 3hxxqspjir, ujlxueh6da, tvrum2ocu2, yym7oefkpg",5,2023-04-15
94,"bb, kisses, wherever, xfhdmn8p57, mdfz7gptus",5,2023-04-15
95,"paisa, mazamorra, panela, ok, cheese",1,2023-04-15
96,"sleep, glass, marinovio, s3z0lz7aps, 4yfmpd2kza",4,2023-04-15
97,"bread, zw7vompztg, chuzo, vyuxoyz3k5, noqkvihxq8",9,2023-04-15
98,"eggs, loaded, egg, 0qqqijda0n, mjz9svvgl6",8,2023-04-15
99,"yogurt, lesera, m794ocnuie, berry, spout",4,2023-04-15
100,"bread, butter, toast, dulce, wheat",5,2023-04-15
101,"marcos, romina, julieta, cata, they",26,2023-04-15
102,"djt7jhwabe, w6eglbt714, glasses, deportivo, glass",3,2023-04-15
103,"kill, myself, pudding, rice, want",6,2023-04-15
104,"drink, ingrained, evrrhg0azc, dvnagdz99f, endocrinorosero",5,2023-04-15
105,"his, her, pair, pe6su8ntyf, chupadas",4,2023-04-15
106,"cry, spilled, over, scattered, habxz51cbg",4,2023-04-15
107,"bqgt6vlzh3, fcqhh5bjj7, mdun6bpnai, consume, drink",3,2023-04-15
108,"rico, guaoo, morbo, twitteros, portion",8,2023-04-15
109,"la, mxmbwexsp0, oyhq7v2wqe, sedienta, qzhwscdxoe",4,2023-04-15
110,"igvuqlyr5l, qltvfnlvgw, einstein, cradled, confley",4,2023-04-15
111,"lick, licking, mommlsk0tc, ub7yjuzcmu, thevoice",7,2023-04-15
112,"dj8wfi31n8, ox84py8fmj, 0d5lk6114c, w3mfb32tu8, siemens",2,2023-04-15
113,"hot, throbs, o2589dsegw, nwmwioat9g, 2piwisqvmf",8,2023-04-15
114,"scenes, romance, sexual, memoirs, hitchcockian",7,2023-04-15
115,"butter, junob, dumaguete, gutom, xorkf1ptls",1,2023-04-15
116,"wgpx7e1gle, lecche, dame, boot, giblets",1,2023-04-15
117,"expired, ago, days, expires, byax4q6ril",10,2023-04-15
118,"tiger, generation, zzwprnojq5, tugavw05r3, ipkwl0rqlx",6,2023-04-15
119,"cuckold, 02vbjvrtml, hizwse2q1u, wwqssz761b, yiicep8qn4",5,2023-04-15
120,"açaí, whipped, mcpzkzbsyq, bragança, pará",4,2023-04-15
121,"cappuccino, frapuccino, whipped, zikphh2fpa, bistro",10,2023-04-15
122,"shaken, qkvhyhcd0n, coffee, well, expert",4,2023-04-15
123,"poop, yhv8ozmzej, cyir3lbane, 302h5dw5aj, confetti",5,2023-04-15
124,"banana, yakul, huge, worse, fan",3,2023-04-15
-1,"milk, and, to, https, co",6448,2023-04-16
0,"price, of, liter, in, the",233,2023-04-16
1,"coffee, with, milk, sunday, breakfast",239,2023-04-16
2,"pudding, rice, made, make, mom",249,2023-04-16
3,"healthy, lifestyle, eating, life, diet",180,2023-04-16
4,"bad, people, what, milk, can",130,2023-04-16
5,"hit, car, crashed, had, have",119,2023-04-16
6,"bad, referees, boca, we, football",122,2023-04-16
7,"latte, matcha, healthyfood, croissants, myself",153,2023-04-16
8,"breast, babies, donation, human, enarm2023",47,2023-04-16
9,"asturian, asturias, asturiana, the, in",159,2023-04-16
10,"penalty, beaten, hit, goal, suarez",296,2023-04-16
11,"nsfwtwt, cum, horny, encuentrogaymty, gay",90,2023-04-16
12,"beat, nothing, getting, beats, up",117,2023-04-16
13,"lactose, free, intolerant, stomach, belly",117,2023-04-16
14,"chocolate, fresh, lulo, best, vanilla",83,2023-04-16
15,"cereal, cereals, first, eat, then",96,2023-04-16
16,"almond, coffee, milk, grams, breasts",86,2023-04-16
17,"cock, tight, hole, accommodates, qq9mfqnzno",22,2023-04-16
18,"video, videos, rt, dm, upload",68,2023-04-16
19,"pump, pumping, my, who, wants",63,2023-04-16
20,"milkshake, karolg, target, crave, 9nhxffoduw",59,2023-04-16
21,"bad, people, generate, 95qwr8kr8t, envious",33,2023-04-16
22,"he, him, his, 8yk1efjk9z, i44j8av8xs",71,2023-04-16
23,"condensed, ikpjldyadj, 3rybcgvp67, ye0hkujjh1, q9d2iqrbz1",39,2023-04-16
24,"want, r38l0ttknk, 7xfdiii5dd, 16hfhozjz5, d2bpdpnmut",30,2023-04-16
25,"cockroach, rule, scientists, joking, feed",101,2023-04-16
26,"shaken, shake, unnoticed, 8770ycby0k, cwcyppwzoh",47,2023-04-16
27,"physical, change, camavinga, brutal, vito",45,2023-04-16
28,"shake, protein, ingredient, kilos, lose",30,2023-04-16
29,"cows, hormones, cow, nurse, dairy",40,2023-04-16
30,"dulce, de, leche, 43s0hmaqgz, gustossssss",23,2023-04-16
31,"painted, as, cow, bad, is",58,2023-04-16
32,"pediatrician, mother, gli4fnjjrb, a5wxxw9ktb, connection",27,2023-04-16
33,"mala, leche, bitch, son, cagoooooon",38,2023-04-16
34,"ass, advypcm4gr, qukooxljuy, auger, aulqmpwtz5",31,2023-04-16
35,"brothers, kinship, yorinde, rechimbo, dwmnclpoer",17,2023-04-16
36,"leche, a1mgqohtpe, udwbu9zgvf, h8ydnx4lol, b98du9bagv",29,2023-04-16
37,"her, she, xnkpnfmvtf, fetx5bx0xr, rff0iiquhz",29,2023-04-16
38,"ice, cream, dulce, de, leche",49,2023-04-16
